n,x,y,z,steps,solved,run_id
50009,12503,208421230,112053297463670,388,True,24c3a5d73ed1
50017,12505,208487530,"=""26080229890813010""",2,True,24c3a5d73ed1
50033,12509,208621528,73065726372968,596,True,24c3a5d73ed1
50041,,,,500000,False,24c3a5d73ed1
50057,12515,208821120,"=""26163755886011520""",2,True,24c3a5d73ed1
50065,12517,208887870,"=""26180485130994270""",2,True,24c3a5d73ed1
50081,12521,209021620,198892223273180,220,True,24c3a5d73ed1
50089,,,,500000,False,24c3a5d73ed1
50105,12527,209221780,"=""26264251726599260""",2,True,24c3a5d73ed1
50113,12529,209288596,"=""11945922449525372""",4,True,24c3a5d73ed1
50129,12533,209422280,"=""1585217550592120""",28,True,24c3a5d73ed1
50137,12535,209489100,"=""26331409601796900""",2,True,24c3a5d73ed1
50153,12539,209627002,10513423031306,4180,True,24c3a5d73ed1
50161,,,,500000,False,24c3a5d73ed1
50177,12545,209823490,"=""26415537963644570""",2,True,24c3a5d73ed1
50185,12547,209890400,"=""26432387797405600""",2,True,24c3a5d73ed1
50201,12551,210024254,"=""12030050863136614""",4,True,24c3a5d73ed1
50209,12553,210091200,"=""5757170961748800""",8,True,24c3a5d73ed1
50225,12557,210225110,"=""26516757914482150""",2,True,24c3a5d73ed1
50233,12559,210292146,694598533204482,64,True,24c3a5d73ed1
50249,12563,210426068,"=""7813963923798748""",6,True,24c3a5d73ed1
50257,12565,210493070,"=""26584399300321870""",2,True,24c3a5d73ed1
50273,12569,210631302,10589067445446,4190,True,24c3a5d73ed1
50281,12571,210694154,"=""12106916115608314""",4,True,24c3a5d73ed1
50297,12575,210828260,"=""26669132917948300""",2,True,24c3a5d73ed1
50305,12577,210895330,"=""26686103918590010""",2,True,24c3a5d73ed1
50321,12581,211029508,"=""5808711082021196""",8,True,24c3a5d73ed1
50329,,,,500000,False,24c3a5d73ed1
50345,12587,211230840,"=""26771080449032520""",2,True,24c3a5d73ed1
50353,,,,500000,False,24c3a5d73ed1
50369,12593,211432276,"=""12191892697987772""",4,True,24c3a5d73ed1
50377,12595,211499440,"=""26839207660688720""",2,True,24c3a5d73ed1
50393,12599,211633810,"=""5842026249468290""",8,True,24c3a5d73ed1
50401,,,,500000,False,24c3a5d73ed1
50417,12605,211835430,"=""26924549430135510""",2,True,24c3a5d73ed1
50425,12607,211902660,"=""26941642177142700""",2,True,24c3a5d73ed1
50441,12611,212041354,10695577937114,4204,True,24c3a5d73ed1
50449,,,,500000,False,24c3a5d73ed1
50465,12617,212238970,"=""27027228019757570""",2,True,24c3a5d73ed1
50473,12619,212306268,"=""7954226511003348""",6,True,24c3a5d73ed1
50489,12623,212440892,"=""4668737642085556""",10,True,24c3a5d73ed1
50497,12625,212508210,"=""27095843377934250""",2,True,24c3a5d73ed1
50513,12629,212642950,784110033334550,58,True,24c3a5d73ed1
50521,12631,212710256,"=""7984526788628368""",6,True,24c3a5d73ed1
50537,12635,212845000,"=""27181796202155000""",2,True,24c3a5d73ed1
50545,12637,212912390,"=""27199011276394870""",2,True,24c3a5d73ed1
50561,12641,213047278,584409349139966,78,True,24c3a5d73ed1
50569,12643,213114638,"=""2899011420706918""",16,True,24c3a5d73ed1
50585,12647,213249500,"=""27285209336900500""",2,True,24c3a5d73ed1
50593,,,,500000,False,24c3a5d73ed1
50609,12653,213451898,"=""8040302038277938""",6,True,24c3a5d73ed1
50617,12655,213519380,"=""27354315167831260""",2,True,24c3a5d73ed1
50633,12659,213654386,"=""12449507965537522""",4,True,24c3a5d73ed1
50641,12661,213721904,"=""12457377672474064""",4,True,24c3a5d73ed1
50657,12665,213856970,"=""27440881956691570""",2,True,24c3a5d73ed1
50665,12667,213924520,"=""27458219940413720""",2,True,24c3a5d73ed1
50681,12671,214059670,"=""2329908717491630""",20,True,24c3a5d73ed1
50689,12673,214127240,"=""5980496513266360""",8,True,24c3a5d73ed1
50705,12677,214262430,"=""27545033131440510""",2,True,24c3a5d73ed1
50713,12679,214330058,"=""2932172579007178""",16,True,24c3a5d73ed1
50729,12683,214465306,"=""12544190915809322""",4,True,24c3a5d73ed1
50737,12685,214532950,"=""27614631766888550""",2,True,24c3a5d73ed1
50753,12689,214672502,10895273494006,4230,True,24c3a5d73ed1
50761,12691,214735958,"=""6014547392852446""",8,True,24c3a5d73ed1
50777,12695,214871340,"=""27701815437166020""",2,True,24c3a5d73ed1
50785,12697,214939050,"=""27719276914002450""",2,True,24c3a5d73ed1
50801,12701,215074826,142038211063138,326,True,24c3a5d73ed1
50809,12703,215142246,"=""12623505061382622""",4,True,24c3a5d73ed1
50825,12707,215277760,"=""27806708155092800""",2,True,24c3a5d73ed1
50833,12709,215345556,"=""1959452256018492""",24,True,24c3a5d73ed1
50849,12713,215485350,10957214562150,4238,True,24c3a5d73ed1
50857,12715,215548920,"=""27876801932350920""",2,True,24c3a5d73ed1
50873,12719,215684570,"=""6067804184674330""",8,True,24c3a5d73ed1
50881,12721,215752406,"=""8214546965680918""",6,True,24c3a5d73ed1
50897,12725,215888110,"=""27964605407735150""",2,True,24c3a5d73ed1
50905,12727,215955980,"=""27982190962700260""",2,True,24c3a5d73ed1
50921,12731,216091760,"=""4830584136311440""",10,True,24c3a5d73ed1
50929,12733,216159658,"=""8245587621489218""",6,True,24c3a5d73ed1
50945,12737,216295490,"=""28070243180308570""",2,True,24c3a5d73ed1
50953,12739,216363432,"=""4842737856755736""",10,True,24c3a5d73ed1
50969,12743,216503570,11034970459330,4248,True,24c3a5d73ed1
50977,12745,216567290,"=""28140834442199170""",2,True,24c3a5d73ed1
50993,12749,216703256,"=""12807354645388072""",4,True,24c3a5d73ed1
51001,12751,216771264,"=""3438276434167104""",14,True,24c3a5d73ed1
51017,12755,216907280,"=""28229260653291760""",2,True,24c3a5d73ed1
51025,12757,216975310,"=""28246970872782350""",2,True,24c3a5d73ed1
51041,12761,217111796,119134236036508,396,True,24c3a5d73ed1
51049,12763,217179486,"=""1992968619689142""",24,True,24c3a5d73ed1
51065,12767,217315620,"=""28335647000275020""",2,True,24c3a5d73ed1
51073,12769,217383716,"=""12887912504971372""",4,True,24c3a5d73ed1
51089,12773,217519948,"=""3020101555538948""",16,True,24c3a5d73ed1
51097,12775,217588060,"=""28406738095150100""",2,True,24c3a5d73ed1
51113,12779,217724558,219801868007878,216,True,24c3a5d73ed1
51121,,,,500000,False,24c3a5d73ed1
51137,12785,217928850,"=""28495789979464650""",2,True,24c3a5d73ed1
51145,12787,217997040,"=""28513625451259920""",2,True,24c3a5d73ed1
51161,12791,218133454,"=""12976964442040214""",4,True,24c3a5d73ed1
51169,12793,218201676,"=""12985082893400772""",4,True,24c3a5d73ed1
51185,12797,218338150,"=""28602928428915350""",2,True,24c3a5d73ed1
51193,,,,500000,False,24c3a5d73ed1
51209,12803,218542956,"=""3494708826619332""",14,True,24c3a5d73ed1
51217,12805,218611230,"=""28674521710656510""",2,True,24c3a5d73ed1
51233,12809,218748020,254976848324380,188,True,24c3a5d73ed1
51241,12811,218816158,"=""6245283824907446""",8,True,24c3a5d73ed1
51257,12815,218952820,"=""28764202212618620""",2,True,24c3a5d73ed1
51265,12817,219021170,"=""28782163525880170""",2,True,24c3a5d73ed1
51281,12821,219158800,53386864521200,900,True,24c3a5d73ed1
51289,12823,219226288,"=""8481205430819408""",6,True,24c3a5d73ed1
51305,12827,219363080,"=""28872096300888760""",2,True,24c3a5d73ed1
51313,12829,219431500,"=""6280458457818500""",8,True,24c3a5d73ed1
51329,12833,219568366,"=""3527580318083582""",14,True,24c3a5d73ed1
51337,12835,219636800,"=""28944194128907200""",2,True,24c3a5d73ed1
51353,12839,219773752,"=""1628106591512456""",30,True,24c3a5d73ed1
51361,,,,500000,False,24c3a5d73ed1
51377,12845,219979190,"=""29034506199854470""",2,True,24c3a5d73ed1
51385,12847,220047700,"=""29052593945126300""",2,True,24c3a5d73ed1
51401,12851,220184774,"=""2048506879875694""",24,True,24c3a5d73ed1
51409,12853,220253326,"=""1440936243530702""",34,True,24c3a5d73ed1
51425,12857,220390410,"=""29143159471590450""",2,True,24c3a5d73ed1
51433,12859,220458986,"=""13255135554490522""",4,True,24c3a5d73ed1
51449,12863,220596388,215639807758028,226,True,24c3a5d73ed1
51457,12865,220664770,"=""29215764210826970""",2,True,24c3a5d73ed1
51473,12869,220802018,"=""8603564100293098""",6,True,24c3a5d73ed1
51481,,,,500000,False,24c3a5d73ed1
51497,12875,221007960,"=""29306710809009000""",2,True,24c3a5d73ed1
51505,12877,221076630,"=""29324925578217510""",2,True,24c3a5d73ed1
51521,12881,221214004,"=""13346082205798364""",4,True,24c3a5d73ed1
51529,12883,221282778,647128428577098,76,True,24c3a5d73ed1
51545,12887,221420140,"=""29416126817151620""",2,True,24c3a5d73ed1
51553,,,,500000,False,24c3a5d73ed1
51569,12893,221626390,"=""2780278462020710""",18,True,24c3a5d73ed1
51577,12895,221695140,"=""29489240838076620""",2,True,24c3a5d73ed1
51593,12899,221837002,11445236444186,4300,True,24c3a5d73ed1
51601,12901,221901504,"=""13429166362860864""",4,True,24c3a5d73ed1
51617,12905,222039130,"=""29580824928655010""",2,True,24c3a5d73ed1
51625,12907,222107960,"=""29599167315109000""",2,True,24c3a5d73ed1
51641,12911,222245688,"=""1311322233539976""",38,True,24c3a5d73ed1
51649,12913,222314522,"=""5112801159625666""",10,True,24c3a5d73ed1
51665,12917,222452270,"=""29691007234439470""",2,True,24c3a5d73ed1
51673,,,,500000,False,24c3a5d73ed1
51689,12923,222658986,"=""13521006335490522""",4,True,24c3a5d73ed1
51697,12925,222727910,"=""29764632913052950""",2,True,24c3a5d73ed1
51713,12929,222866408,80675633898328,616,True,24c3a5d73ed1
51721,,,,500000,False,24c3a5d73ed1
51737,12935,223072700,"=""29856857468101300""",2,True,24c3a5d73ed1
51745,12937,223141690,"=""29875328066491970""",2,True,24c3a5d73ed1
51761,12941,223279764,783044588425404,64,True,24c3a5d73ed1
51769,,,,500000,False,24c3a5d73ed1
51785,12947,223486800,"=""29967809641057200""",2,True,24c3a5d73ed1
51793,12949,223555860,"=""6518767933879740""",8,True,24c3a5d73ed1
51809,12953,223694160,298443576811440,168,True,24c3a5d73ed1
51817,12955,223763080,"=""30041949358888760""",2,True,24c3a5d73ed1
51833,12959,223901288,"=""8846785676344408""",6,True,24c3a5d73ed1
51841,12961,223970416,"=""3201877259638928""",16,True,24c3a5d73ed1
51857,12965,224108670,"=""30134817357392670""",2,True,24c3a5d73ed1
51865,12967,224177820,"=""30153416763793620""",2,True,24c3a5d73ed1
51881,12971,224316156,"=""8879600571439668""",6,True,24c3a5d73ed1
51889,,,,500000,False,24c3a5d73ed1
51905,12977,224523730,"=""30246542975344010""",2,True,24c3a5d73ed1
51913,,,,500000,False,24c3a5d73ed1
51929,12983,224735730,11670301723170,4328,True,24c3a5d73ed1
51937,12985,224800650,"=""30321199119452850""",2,True,24c3a5d73ed1
51953,12989,224939176,"=""13799354202213272""",4,True,24c3a5d73ed1
51961,12991,225008454,"=""13807855512665214""",4,True,24c3a5d73ed1
51977,12995,225147040,"=""30414713547309920""",2,True,24c3a5d73ed1
51985,12997,225216350,"=""30433442359177150""",2,True,24c3a5d73ed1
52001,13001,225355050,"=""1022514510762450""",50,True,24c3a5d73ed1
52009,,,,500000,False,24c3a5d73ed1
52025,13007,225563060,"=""30527216196375100""",2,True,24c3a5d73ed1
52033,,,,500000,False,24c3a5d73ed1
52049,13013,225771216,"=""13901629403533872""",4,True,24c3a5d73ed1
52057,13015,225840620,"=""30602391159350020""",2,True,24c3a5d73ed1
52073,13019,225979478,"=""3259577932136638""",16,True,24c3a5d73ed1
52081,13021,226048910,"=""5286011123487790""",10,True,24c3a5d73ed1
52097,13025,226187810,"=""30696555009369850""",2,True,24c3a5d73ed1
52105,13027,226257280,"=""30715413825541760""",2,True,24c3a5d73ed1
52121,13031,226396278,"=""1852600063685166""",28,True,24c3a5d73ed1
52129,13033,226465756,"=""13987292130075572""",4,True,24c3a5d73ed1
52145,13037,226604790,"=""30809838283961670""",2,True,24c3a5d73ed1
52153,13039,226674328,"=""9067279357017128""",6,True,24c3a5d73ed1
52169,13043,226814760,38458483890840,1338,True,24c3a5d73ed1
52177,13045,226882990,"=""30885534463921070""",2,True,24c3a5d73ed1
52193,13049,227022166,"=""3771150786782582""",14,True,24c3a5d73ed1
52201,,,,500000,False,24c3a5d73ed1
52217,13055,227230980,"=""30980350735825260""",2,True,24c3a5d73ed1
52225,13057,227300610,"=""30999340156522650""",2,True,24c3a5d73ed1
52241,13061,227439906,"=""9128631097493418""",6,True,24c3a5d73ed1
52249,,,,500000,False,24c3a5d73ed1
52265,13067,227648920,"=""31094418238650920""",2,True,24c3a5d73ed1
52273,,,,500000,False,24c3a5d73ed1
52289,13073,227858038,"=""9162226621767158""",6,True,24c3a5d73ed1
52297,13075,227927760,"=""31170638039242800""",2,True,24c3a5d73ed1
52313,13079,228067246,"=""14185818507757622""",4,True,24c3a5d73ed1
52321,,,,500000,False,24c3a5d73ed1
52337,13085,228276550,"=""31266109739664950""",2,True,24c3a5d73ed1
52345,13087,228346340,"=""31285230366491020""",2,True,24c3a5d73ed1
52361,13091,228485968,"=""2955047181300656""",18,True,24c3a5d73ed1
52369,,,,500000,False,24c3a5d73ed1
52385,13097,228695450,"=""31380965081726050""",2,True,24c3a5d73ed1
52393,13099,228765306,"=""14272790288309322""",4,True,24c3a5d73ed1
52409,13103,228907538,20995628292898,2496,True,24c3a5d73ed1
52417,13105,228974930,"=""31457710912128010""",2,True,24c3a5d73ed1
52433,13109,229119102,12013401875166,4370,True,24c3a5d73ed1
52441,,,,500000,False,24c3a5d73ed1
52457,13115,229324520,"=""31553841054613720""",2,True,24c3a5d73ed1
52465,13117,229394470,"=""31573093490554070""",2,True,24c3a5d73ed1
52481,13121,229534404,"=""14368920484911564""",4,True,24c3a5d73ed1
52489,13123,229604386,"=""14377683607787522""",4,True,24c3a5d73ed1
52505,13127,229744380,"=""31669487855206260""",2,True,24c3a5d73ed1
52513,13129,229814398,"=""9320233451615438""",6,True,24c3a5d73ed1
52529,13133,229954460,"=""6897267640553140""",8,True,24c3a5d73ed1
52537,13135,230024500,"=""31746762130125500""",2,True,24c3a5d73ed1
52553,13139,230165248,84671119947008,626,True,24c3a5d73ed1
52561,13141,230234706,"=""9354356213337018""",6,True,24c3a5d73ed1
52577,13145,230374890,"=""31843553735132370""",2,True,24c3a5d73ed1
52585,13147,230445000,"=""31862938584555000""",2,True,24c3a5d73ed1
52601,13151,230585258,"=""6935159926839946""",8,True,24c3a5d73ed1
52609,,,,500000,False,24c3a5d73ed1
52625,13157,230795710,"=""31959995621846750""",2,True,24c3a5d73ed1
52633,,,,500000,False,24c3a5d73ed1
52649,13163,231006268,"=""9417157861103348""",6,True,24c3a5d73ed1
52657,13165,231076470,"=""32037800761520070""",2,True,24c3a5d73ed1
52673,13169,231217250,158325780720250,338,True,24c3a5d73ed1
52681,,,,500000,False,24c3a5d73ed1
52697,13175,231427660,"=""32135256856417700""",2,True,24c3a5d73ed1
52705,13177,231497930,"=""32154774725073010""",2,True,24c3a5d73ed1
52721,13181,231638590,598398687066110,90,True,24c3a5d73ed1
52729,,,,500000,False,24c3a5d73ed1
52745,13187,231849440,"=""32252497465138720""",2,True,24c3a5d73ed1
52753,13189,231919776,"=""14669122268050272""",4,True,24c3a5d73ed1
52769,13193,232060528,967402558160528,56,True,24c3a5d73ed1
52777,13195,232130840,"=""32330835895332520""",2,True,24c3a5d73ed1
52793,13199,232271646,"=""1235498642588262""",44,True,24c3a5d73ed1
52801,,,,500000,False,24c3a5d73ed1
52817,13205,232482830,"=""32428959514402510""",2,True,24c3a5d73ed1
52825,13207,232553260,"=""32448611009423300""",2,True,24c3a5d73ed1
52841,13211,232694154,"=""14767245941608314""",4,True,24c3a5d73ed1
52849,13213,232764626,"=""3964343995302682""",14,True,24c3a5d73ed1
52865,13217,232905570,"=""32547002489309370""",2,True,24c3a5d73ed1
52873,,,,500000,False,24c3a5d73ed1
52889,13223,233117712,86305538689776,630,True,24c3a5d73ed1
52897,13225,233187610,"=""32625876641319650""",2,True,24c3a5d73ed1
52913,13229,233331212,21607170224836,2520,True,24c3a5d73ed1
52921,13231,233399254,"=""14856875703261614""",4,True,24c3a5d73ed1
52937,13235,233540400,"=""32724670825755600""",2,True,24c3a5d73ed1
52945,13237,233610990,"=""32744456555657070""",2,True,24c3a5d73ed1
52961,13241,233752284,653069052405684,84,True,24c3a5d73ed1
52969,13243,233822828,"=""9648196512162628""",6,True,24c3a5d73ed1
52985,13247,233964100,"=""32843519819321900""",2,True,24c3a5d73ed1
52993,13249,234034818,834095644690458,66,True,24c3a5d73ed1
53009,13253,234176096,"=""14955939021587872""",4,True,24c3a5d73ed1
53017,13255,234246780,"=""32922932129974260""",2,True,24c3a5d73ed1
53033,13259,234388280,562503511018120,98,True,24c3a5d73ed1
53041,13261,234458910,"=""5686652918477790""",10,True,24c3a5d73ed1
53057,13265,234600370,"=""33022399927881770""",2,True,24c3a5d73ed1
53065,13267,234671120,"=""33042320502561520""",2,True,24c3a5d73ed1
53081,13271,234812658,"=""7191780333494946""",8,True,24c3a5d73ed1
53089,,,,500000,False,24c3a5d73ed1
53105,13277,235025030,"=""33142058600875510""",2,True,24c3a5d73ed1
53113,,,,500000,False,24c3a5d73ed1
53129,13283,235237622,462423765911806,120,True,24c3a5d73ed1
53137,13285,235308350,"=""33222011512525150""",2,True,24c3a5d73ed1
53153,13289,235450080,"=""7230878917420320""",8,True,24c3a5d73ed1
53161,,,,500000,False,24c3a5d73ed1
53177,13295,235662740,"=""33322155978921820""",2,True,24c3a5d73ed1
53185,13297,235733650,"=""33342212009659850""",2,True,24c3a5d73ed1
53201,13301,235875516,"=""3551314171460628""",16,True,24c3a5d73ed1
53209,13303,235946460,"=""3151173272725140""",18,True,24c3a5d73ed1
53225,13307,236088360,"=""33442628000405400""",2,True,24c3a5d73ed1
53233,,,,500000,False,24c3a5d73ed1
53249,13313,236303848,22021391898968,2536,True,24c3a5d73ed1
53257,13315,236372320,"=""33523123960937120""",2,True,24c3a5d73ed1
53273,13319,236514366,"=""15256103033771622""",4,True,24c3a5d73ed1
53281,13321,236585404,"=""15265268868644564""",4,True,24c3a5d73ed1
53297,13325,236727510,"=""33623948157752550""",2,True,24c3a5d73ed1
53305,13327,236798580,"=""33644140257211260""",2,True,24c3a5d73ed1
53321,13331,236940774,"=""2372151751103694""",24,True,24c3a5d73ed1
53329,13333,237011858,"=""9913168145213818""",6,True,24c3a5d73ed1
53345,13337,237154090,"=""33745237205082770""",2,True,24c3a5d73ed1
53353,,,,500000,False,24c3a5d73ed1
53369,13343,237367526,"=""15366365871549022""",4,True,24c3a5d73ed1
53377,13345,237438690,"=""33826278667910970""",2,True,24c3a5d73ed1
53393,13349,237581088,"=""1582563501912288""",36,True,24c3a5d73ed1
53401,,,,500000,False,24c3a5d73ed1
53417,13355,237794680,"=""33927785663986760""",2,True,24c3a5d73ed1
53425,13357,237865910,"=""33948114446210950""",2,True,24c3a5d73ed1
53441,13361,238008544,394301852597024,144,True,24c3a5d73ed1
53449,13363,238079666,"=""15458707224467122""",4,True,24c3a5d73ed1
53465,13367,238222220,"=""34049895422814820""",2,True,24c3a5d73ed1
53473,13369,238293522,"=""5874186240378666""",10,True,24c3a5d73ed1
53489,13373,238436162,"=""1916352683450026""",30,True,24c3a5d73ed1
53497,13375,238507460,"=""34131484846883500""",2,True,24c3a5d73ed1
53513,13379,238650148,"=""10050686786130188""",6,True,24c3a5d73ed1
53521,13381,238721508,"=""7433211724121196""",8,True,24c3a5d73ed1
53537,13385,238864250,"=""34233677717973250""",2,True,24c3a5d73ed1
53545,13387,238935640,"=""34254143798390120""",2,True,24c3a5d73ed1
53561,13391,239079088,89637205226576,638,True,24c3a5d73ed1
53569,13393,239149892,"=""2908101668152396""",20,True,24c3a5d73ed1
53585,13397,239292750,"=""34356611882244750""",2,True,24c3a5d73ed1
53593,,,,500000,False,24c3a5d73ed1
53609,13403,239507486,166916838620662,344,True,24c3a5d73ed1
53617,13405,239578630,"=""34438751732027510""",2,True,24c3a5d73ed1
53633,13409,239721636,"=""15672671423873772""",4,True,24c3a5d73ed1
53641,,,,500000,False,24c3a5d73ed1
53657,13415,239936220,"=""34541633560796820""",2,True,24c3a5d73ed1
53665,13417,240007770,"=""34562237556215970""",2,True,24c3a5d73ed1
53681,13421,240155374,12891780631694,4474,True,24c3a5d73ed1
53689,13423,240222500,"=""3266425203527500""",18,True,24c3a5d73ed1
53705,13427,240365680,"=""34665395832751760""",2,True,24c3a5d73ed1
53713,13429,240437296,"=""15766388843505872""",4,True,24c3a5d73ed1
53729,13433,240580586,"=""1719178522590802""",34,True,24c3a5d73ed1
53737,13435,240652200,"=""34748088578251800""",2,True,24c3a5d73ed1
53753,13439,240795552,"=""1954465979305056""",30,True,24c3a5d73ed1
53761,,,,500000,False,24c3a5d73ed1
53777,13445,241010590,"=""34851662454278270""",2,True,24c3a5d73ed1
53785,13447,241082300,"=""34872404982891700""",2,True,24c3a5d73ed1
53801,13451,241225754,"=""15869962775011114""",4,True,24c3a5d73ed1
53809,13453,241297496,"=""15879403824848872""",4,True,24c3a5d73ed1
53825,13457,241441010,"=""34976256544451050""",2,True,24c3a5d73ed1
53833,13459,241512796,"=""4267933707150932""",14,True,24c3a5d73ed1
53849,13463,241660850,13013195111650,4488,True,24c3a5d73ed1
53857,13465,241728170,"=""35059504661201170""",2,True,24c3a5d73ed1
53873,13469,241871818,"=""10323877936238498""",6,True,24c3a5d73ed1
53881,,,,500000,False,24c3a5d73ed1
53897,13475,242087360,"=""35163773680974400""",2,True,24c3a5d73ed1
53905,13477,242159230,"=""35184655362356510""",2,True,24c3a5d73ed1
53921,13481,242303006,"=""10360719766515118""",6,True,24c3a5d73ed1
53929,,,,500000,False,24c3a5d73ed1
53945,13487,242518740,"=""35289203308193820""",2,True,24c3a5d73ed1
53953,13489,242590686,"=""4306114947698382""",14,True,24c3a5d73ed1
53969,13493,242734582,"=""6095180167477286""",10,True,24c3a5d73ed1
53977,13495,242806540,"=""35373009277256420""",2,True,24c3a5d73ed1
53993,13499,242955002,13117869422986,4500,True,24c3a5d73ed1
54001,13501,243022508,"=""7703470112796196""",8,True,24c3a5d73ed1
54017,13505,243166530,"=""35477976544178010""",2,True,24c3a5d73ed1
54025,13507,243238560,"=""35498997999285600""",2,True,24c3a5d73ed1
54041,13511,243382670,"=""3011955217108630""",20,True,24c3a5d73ed1
54049,,,,500000,False,24c3a5d73ed1
54065,13517,243598870,"=""35604245435567270""",2,True,24c3a5d73ed1
54073,13519,243670966,"=""16193328757612622""",4,True,24c3a5d73ed1
54089,13523,243817758,23080032790038,2576,True,24c3a5d73ed1
54097,13525,243887310,"=""35688611743534350""",2,True,24c3a5d73ed1
54113,13529,244031610,"=""3370835228375490""",18,True,24c3a5d73ed1
54121,,,,500000,False,24c3a5d73ed1
54137,13535,244248100,"=""35794280367917900""",2,True,24c3a5d73ed1
54145,13537,244320290,"=""35815442219090170""",2,True,24c3a5d73ed1
54161,13541,244464704,"=""16298997437846464""",4,True,24c3a5d73ed1
54169,13543,244536932,"=""6186031939460236""",10,True,24c3a5d73ed1
54185,13547,244681400,"=""35921392258894600""",2,True,24c3a5d73ed1
54193,13549,244753658,"=""10571356185431218""",6,True,24c3a5d73ed1
54209,13553,244898312,501185130202936,120,True,24c3a5d73ed1
54217,13555,244970480,"=""36006321397887760""",2,True,24c3a5d73ed1
54233,13559,245115132,"=""1209692934791796""",50,True,24c3a5d73ed1
54241,13561,245187404,"=""16395507867610564""",4,True,24c3a5d73ed1
54257,13565,245332070,"=""36112694496958870""",2,True,24c3a5d73ed1
54265,13567,245404420,"=""36133997367917420""",2,True,24c3a5d73ed1
54281,13571,245549156,"=""10640185874270668""",6,True,24c3a5d73ed1
54289,13573,245621610,776780552219490,78,True,24c3a5d73ed1
54305,13577,245766330,"=""36240653131235010""",2,True,24c3a5d73ed1
54313,,,,500000,False,24c3a5d73ed1
54329,13583,245983606,"=""16502163686951822""",4,True,24c3a5d73ed1
54337,13585,246056050,"=""36326147598905450""",2,True,24c3a5d73ed1
54353,13589,246201008,"=""1699483950253648""",36,True,24c3a5d73ed1
54361,,,,500000,False,24c3a5d73ed1
54377,13595,246418440,"=""36433228296801720""",2,True,24c3a5d73ed1
54385,13597,246490950,"=""36454672812650550""",2,True,24c3a5d73ed1
54401,13601,246636010,"=""6292688177024690""",10,True,24c3a5d73ed1
54409,,,,500000,False,24c3a5d73ed1
54425,13607,246853660,"=""36562037426383700""",2,True,24c3a5d73ed1
54433,13609,246926242,"=""6307506889788506""",10,True,24c3a5d73ed1
54449,13613,247075950,13453038401550,4538,True,24c3a5d73ed1
54457,13615,247144020,"=""36648099725912220""",2,True,24c3a5d73ed1
54473,13619,247289278,"=""3903318072738038""",16,True,24c3a5d73ed1
54481,13621,247361918,"=""3463466836221406""",18,True,24c3a5d73ed1
54497,13625,247507210,"=""36755891153683250""",2,True,24c3a5d73ed1
54505,13627,247579880,"=""36777477940908760""",2,True,24c3a5d73ed1
54521,13631,247725356,580768067782468,106,True,24c3a5d73ed1
54529,,,,500000,False,24c3a5d73ed1
54545,13637,247943390,"=""36885554538871870""",2,True,24c3a5d73ed1
54553,13639,248016128,"=""10855058531062528""",6,True,24c3a5d73ed1
54569,13643,248161688,937830564899368,66,True,24c3a5d73ed1
54577,13645,248234390,"=""36972187178968870""",2,True,24c3a5d73ed1
54593,13649,248379956,"=""16825254990500572""",4,True,24c3a5d73ed1
54601,13651,248452754,"=""16835119107052114""",4,True,24c3a5d73ed1
54617,13655,248598380,"=""37080692474576260""",2,True,24c3a5d73ed1
54625,13657,248671210,"=""37102422161047250""",2,True,24c3a5d73ed1
54641,13661,248816934,"=""1838906681237334""",34,True,24c3a5d73ed1
54649,,,,500000,False,24c3a5d73ed1
54665,13667,249035520,"=""37211213883966720""",2,True,24c3a5d73ed1
54673,,,,500000,False,24c3a5d73ed1
54689,13673,249254236,"=""16943910886366772""",4,True,24c3a5d73ed1
54697,13675,249327160,"=""37298419378872200""",2,True,24c3a5d73ed1
54713,13679,249477602,13649668038226,4560,True,24c3a5d73ed1
54721,,,,500000,False,24c3a5d73ed1
54737,13685,249691950,"=""37407641687189550""",2,True,24c3a5d73ed1
54745,13687,249764940,"=""37429514902157220""",2,True,24c3a5d73ed1
54761,13691,249913558,23950965658046,2608,True,24c3a5d73ed1
54769,13693,249983976,"=""17043269274589272""",4,True,24c3a5d73ed1
54785,13697,250130050,"=""37539024897671450""",2,True,24c3a5d73ed1
54793,,,,500000,False,24c3a5d73ed1
54809,13703,250349250,"=""8174966746463250""",8,True,24c3a5d73ed1
54817,13705,250422330,"=""37626805767155010""",2,True,24c3a5d73ed1
54833,13709,250573102,13739674901966,4570,True,24c3a5d73ed1
54841,13711,250641708,"=""1089385861308996""",58,True,24c3a5d73ed1
54857,13715,250787920,"=""37736748239967920""",2,True,24c3a5d73ed1
54865,13717,250861070,"=""37758765614065870""",2,True,24c3a5d73ed1
54881,13721,251011974,13775788145094,4574,True,24c3a5d73ed1
54889,13723,251080626,"=""1443697781420562""",44,True,24c3a5d73ed1
54905,13727,251226980,"=""37868997036725260""",2,True,24c3a5d73ed1
54913,13729,251300222,"=""2128712161416046""",30,True,24c3a5d73ed1
54929,13733,251446672,"=""3214852063462256""",20,True,24c3a5d73ed1
54937,13735,251519900,"=""37957355806086100""",2,True,24c3a5d73ed1
54953,13739,251666426,"=""17273451559864522""",4,True,24c3a5d73ed1
54961,13741,251739706,"=""11183449085372018""",6,True,24c3a5d73ed1
54977,13745,251886290,"=""38068021602092170""",2,True,24c3a5d73ed1
