n,x,y,z,steps,solved,run_id
86209,21554,265449834,"=""9485486284442337""",1000008,True,ddfc760d9ae1
86233,21560,265597641,"=""70542106639167240""",1000002,True,ddfc760d9ae1
86353,21590,266337325,"=""99309798697080550""",1000001,True,ddfc760d9ae1
86401,21602,266633487,"=""71093416123145682""",1000002,True,ddfc760d9ae1
86473,21620,267078040,"=""24965737540506520""",1000003,True,ddfc760d9ae1
86521,21632,267374614,"=""19247087789607808""",1000004,True,ddfc760d9ae1
86593,21650,267819780,"=""50209203923654100""",1000002,True,ddfc760d9ae1
86689,21675,170816748,"=""2097790517877700""",2000014,True,ddfc760d9ae1
86929,21734,269903679,46924913823582,1001553,True,ddfc760d9ae1
87001,21752,270349404,"=""6731862909941208""",1000011,True,ddfc760d9ae1
87049,21765,172239504,24988794306160,2001188,True,ddfc760d9ae1
87169,21794,271394460,"=""15164254741277340""",1000005,True,ddfc760d9ae1
87361,21842,272591343,"=""1184834082647394""",1000063,True,ddfc760d9ae1
87433,21860,273040770,"=""52185883184494260""",1000002,True,ddfc760d9ae1
87481,21878,61739716,5401052095396,7000706,True,ddfc760d9ae1
87529,21884,273640666,"=""20159788134915676""",1000004,True,ddfc760d9ae1
87721,21933,174908364,46029409795332,2000665,True,ddfc760d9ae1
87913,21980,276046821,"=""76201847108159220""",1000002,True,ddfc760d9ae1
87961,21992,276348723,194463280190424,1000393,True,ddfc760d9ae1
88081,22022,277102827,"=""76785976454289102""",1000002,True,ddfc760d9ae1
88153,22040,277556019,"=""41481646321051560""",1000002,True,ddfc760d9ae1
88201,22053,176826986,"=""1782101443671906""",2000018,True,ddfc760d9ae1
88249,22064,278160849,"=""77373457638239952""",1000002,True,ddfc760d9ae1
88369,22094,278917815,"=""28661369861641110""",1000003,True,ddfc760d9ae1
88513,22130,279827530,"=""27406206011237785""",1000003,True,ddfc760d9ae1
88609,22154,280434832,"=""14486996166725104""",1000006,True,ddfc760d9ae1
88633,22160,280586755,"=""110220497633415280""",1000001,True,ddfc760d9ae1
88681,22172,280890802,"=""1145845151759452""",1000069,True,ddfc760d9ae1
88729,22184,281194885,"=""9381252997638040""",1000009,True,ddfc760d9ae1
88753,22190,281347011,"=""79156140317287110""",1000002,True,ddfc760d9ae1
88993,22250,282870610,"=""28005523417749625""",1000003,True,ddfc760d9ae1
89113,22280,283633950,"=""56313752031187800""",1000002,True,ddfc760d9ae1
89161,22293,180697074,218869872973722,2000150,True,ddfc760d9ae1
89209,22304,284245372,"=""8317176488165344""",1000010,True,ddfc760d9ae1
89521,22382,286237012,"=""9250344702001972""",1000009,True,ddfc760d9ae1
89569,22395,182354400,567107413293600,2000059,True,ddfc760d9ae1
89593,22400,286697601,"=""82195514132457600""",1000002,True,ddfc760d9ae1
89761,22442,287773767,"=""82813740685596522""",1000002,True,ddfc760d9ae1
89809,22454,288081627,"=""5640166378954974""",1000015,True,ddfc760d9ae1
89833,22460,288235600,"=""29077916099340400""",1000003,True,ddfc760d9ae1
90001,22503,184119546,16570943259546,2002046,True,ddfc760d9ae1
90073,22520,289777710,"=""58779784559213160""",1000002,True,ddfc760d9ae1
90121,22532,290086662,"=""2248289405684772""",1000038,True,ddfc760d9ae1
90169,22545,184805540,449920729879020,2000076,True,ddfc760d9ae1
90289,22574,291170739,52579029707142,1001613,True,ddfc760d9ae1
90313,22580,291323935,"=""118817488854113980""",1000001,True,ddfc760d9ae1
90481,22622,292411972,26457727638532,1003232,True,ddfc760d9ae1
90529,22634,292725522,13250074390569,1006467,True,ddfc760d9ae1
90601,22652,293184837,"=""85957348353531732""",1000002,True,ddfc760d9ae1
90793,22700,294428730,"=""60681793640160300""",1000002,True,ddfc760d9ae1
90841,22712,294740118,"=""17885357355570984""",1000005,True,ddfc760d9ae1
90889,22724,295051665,"=""32073073133101260""",1000003,True,ddfc760d9ae1
90961,22742,295519302,"=""11756184415672437""",1000008,True,ddfc760d9ae1
91009,22754,295831264,"=""9880853854472992""",1000009,True,ddfc760d9ae1
91081,22774,138285262,"=""1215432935003423""",3000016,True,ddfc760d9ae1
91129,22784,296611902,"=""3459833090221824""",1000026,True,ddfc760d9ae1
91153,22790,296768125,"=""123299847725653750""",1000001,True,ddfc760d9ae1
91249,22814,297393529,"=""36417668975401582""",1000003,True,ddfc760d9ae1
91393,22850,298332865,"=""124603497376418650""",1000001,True,ddfc760d9ae1
91441,22862,298646307,"=""89189616386091942""",1000002,True,ddfc760d9ae1
91633,22910,299901720,"=""62958728861369160""",1000002,True,ddfc760d9ae1
91873,22970,301474690,"=""31810445747233945""",1000003,True,ddfc760d9ae1
91921,22984,140847486,"=""11445008116375704""",3000002,True,ddfc760d9ae1
91969,22994,302106669,55568896482522,1001643,True,ddfc760d9ae1
92041,23012,302578512,306345917052912,1000299,True,ddfc760d9ae1
92113,23030,303051771,"=""91840375603184670""",1000002,True,ddfc760d9ae1
92233,23060,303841855,"=""129247821685935580""",1000001,True,ddfc760d9ae1
92281,23072,304158177,"=""92512196331805152""",1000002,True,ddfc760d9ae1
92401,23103,194067314,"=""2743598123779842""",2000014,True,ddfc760d9ae1
92473,23120,305425110,"=""65299148167533360""",1000002,True,ddfc760d9ae1
92569,23146,142840143,"=""4310557558341642""",3000005,True,ddfc760d9ae1
92593,23150,306218280,"=""65638744198092600""",1000002,True,ddfc760d9ae1
92761,23192,307330452,"=""12714692905855512""",1000008,True,ddfc760d9ae1
92809,23204,307650234,57105421134612,1001658,True,ddfc760d9ae1
92833,23210,307807705,"=""132643816252506130""",1000001,True,ddfc760d9ae1
92929,23234,308444632,"=""17525437509116104""",1000006,True,ddfc760d9ae1
93001,23252,308926072,28730433622072,1003322,True,ddfc760d9ae1
93073,23270,309401245,"=""134020782261168790""",1000001,True,ddfc760d9ae1
93169,23294,310039815,"=""35414358016099110""",1000003,True,ddfc760d9ae1
93241,23312,310519177,"=""14360746816997872""",1000007,True,ddfc760d9ae1
93481,23372,312121374,58354836325788,1001670,True,ddfc760d9ae1
93529,23385,198834860,55790476862820,2000709,True,ddfc760d9ae1
93553,23390,312600670,"=""34201712296956445""",1000003,True,ddfc760d9ae1
93601,23403,199140390,"=""5014089964340910""",2000008,True,ddfc760d9ae1
93889,23474,314850069,"=""7153751867058522""",1000014,True,ddfc760d9ae1
93961,23492,315333117,"=""99434974361602572""",1000002,True,ddfc760d9ae1
94009,23504,315655366,"=""26825698553273776""",1000004,True,ddfc760d9ae1
94033,23510,315816550,"=""34909032323049325""",1000003,True,ddfc760d9ae1
94081,23522,316139043,"=""36821434502949954""",1000003,True,ddfc760d9ae1
94153,23540,316623090,"=""70175126468180580""",1000002,True,ddfc760d9ae1
94249,23564,317269150,"=""1147585993467100""",1000088,True,ddfc760d9ae1
94273,23570,317430660,"=""70533556418194260""",1000002,True,ddfc760d9ae1
94321,23582,317753982,"=""13591791057976677""",1000008,True,ddfc760d9ae1
94441,23617,82607972,85817374320172,6000080,True,ddfc760d9ae1
94489,23624,318886894,"=""5834605895496472""",1000018,True,ddfc760d9ae1
94513,23630,319048885,"=""142509067108591630""",1000001,True,ddfc760d9ae1
94609,23655,203452380,"=""1597619376211860""",2000026,True,ddfc760d9ae1
94681,23672,320184132,"=""2457620052049272""",1000042,True,ddfc760d9ae1
94753,23690,320671225,"=""143962048039529650""",1000001,True,ddfc760d9ae1
94873,23720,321483940,"=""36173172965789320""",1000003,True,ddfc760d9ae1
94969,23744,322134849,"=""103770860618117952""",1000002,True,ddfc760d9ae1
95089,23777,118997034,21535588032114,4000658,True,ddfc760d9ae1
95209,23804,323765016,"=""9654822032792376""",1000011,True,ddfc760d9ae1
95329,23834,324581629,"=""43380743039539282""",1000003,True,ddfc760d9ae1
95449,23864,325399281,"=""23909446272252936""",1000005,True,ddfc760d9ae1
95569,23894,326217957,"=""57302083387995654""",1000002,True,ddfc760d9ae1
95593,23900,326381815,"=""149135124501390100""",1000001,True,ddfc760d9ae1
95641,23912,326709657,"=""106739199650347992""",1000002,True,ddfc760d9ae1
95713,23930,327201730,"=""37471339913045785""",1000003,True,ddfc760d9ae1
95881,23972,328351335,"=""58054014623492940""",1000002,True,ddfc760d9ae1
96001,24002,329174338,173805860922859,1000624,True,ddfc760d9ae1
96121,24032,329997130,"=""20060177055730720""",1000006,True,ddfc760d9ae1
96241,24062,330821608,"=""2439810351464824""",1000045,True,ddfc760d9ae1
96289,24075,210741636,"=""1521907604160300""",2000030,True,ddfc760d9ae1
96409,24104,331977580,"=""1472258819470120""",1000075,True,ddfc760d9ae1
96433,24110,332142805,"=""154446379746432430""",1000001,True,ddfc760d9ae1
96601,24153,212111646,20490197115246,2002196,True,ddfc760d9ae1
96649,24164,333632349,"=""111310543965625452""",1000002,True,ddfc760d9ae1
96673,24170,333798060,"=""77994801068036460""",1000002,True,ddfc760d9ae1
96769,24195,212848254,102985563456630,2000440,True,ddfc760d9ae1
96793,24200,334627230,"=""78382767805603800""",1000002,True,ddfc760d9ae1
96913,24230,335457430,"=""39386090234314285""",1000003,True,ddfc760d9ae1
97081,24272,336621439,"=""19346291184378928""",1000006,True,ddfc760d9ae1
97201,24302,337454104,"=""30658726821972808""",1000004,True,ddfc760d9ae1
97489,24374,339456699,"=""115230850156519902""",1000002,True,ddfc760d9ae1
97513,24380,339623850,"=""80741051302551900""",1000002,True,ddfc760d9ae1
97561,24393,216658626,149910866746,2312674,True,ddfc760d9ae1
97753,24440,341297619,"=""62722188362201160""",1000002,True,ddfc760d9ae1
97873,24470,342136045,"=""163879902261402790""",1000001,True,ddfc760d9ae1
97921,24482,342471729,"=""4535956542333498""",1000026,True,ddfc760d9ae1
97969,24494,342807616,"=""1314088205296576""",1000090,True,ddfc760d9ae1
97993,24500,342975501,"=""117632193943225500""",1000002,True,ddfc760d9ae1
98041,24512,343311625,"=""2154151361704000""",1000055,True,ddfc760d9ae1
98401,24602,345837354,"=""11016109232479083""",1000011,True,ddfc760d9ae1
98449,24614,346174816,"=""32263808216457376""",1000004,True,ddfc760d9ae1
98473,24620,346343610,"=""83967726985138860""",1000002,True,ddfc760d9ae1
98569,24644,347019234,"=""4173051342889812""",1000029,True,ddfc760d9ae1
98641,24662,347526340,"=""22247944361857060""",1000006,True,ddfc760d9ae1
98809,24705,221916048,"=""2960185876222320""",2000017,True,ddfc760d9ae1
98833,24710,348880491,"=""121717596651520590""",1000002,True,ddfc760d9ae1
98929,24734,349558567,"=""10305280883473414""",1000012,True,ddfc760d9ae1
99049,24764,350407074,"=""10481656022333052""",1000012,True,ddfc760d9ae1
99169,24794,351256599,"=""123381197989790202""",1000002,True,ddfc760d9ae1
99241,24813,223862886,22216376669526,2002256,True,ddfc760d9ae1
99289,24827,129739390,785783351916310,4000022,True,ddfc760d9ae1
99313,24830,352277400,"=""86869556233254600""",1000002,True,ddfc760d9ae1
99361,24842,352618842,146725934322147,1000848,True,ddfc760d9ae1
99601,24902,354323502,"=""2133048209964867""",1000059,True,ddfc760d9ae1
99793,24950,355690765,"=""177122288073108550""",1000001,True,ddfc760d9ae1
99961,24998,80781037,37470780694,7173777,True,ddfc760d9ae1
100129,25035,227885260,68453769595620,2000759,True,ddfc760d9ae1
100153,25040,358261590,"=""89845956450268080""",1000002,True,ddfc760d9ae1
100321,25082,359464482,"=""17394288039318177""",1000008,True,ddfc760d9ae1
100393,25100,359980615,"=""181420460086108900""",1000001,True,ddfc760d9ae1
100609,25154,361538442,18187010555589,1007187,True,ddfc760d9ae1
100633,25160,361703755,"=""183161448571836280""",1000001,True,ddfc760d9ae1
100681,25172,362048877,"=""131079388974912252""",1000002,True,ddfc760d9ae1
100849,25214,363258099,"=""131956446125835702""",1000002,True,ddfc760d9ae1
101041,25262,364642537,"=""54749956019391262""",1000003,True,ddfc760d9ae1
101089,25275,232275228,195670587694100,2000276,True,ddfc760d9ae1
101161,25296,111259509,"=""5582541102214704""",5000003,True,ddfc760d9ae1
101209,25304,365857884,74056221163512,1001808,True,ddfc760d9ae1
101281,25322,366377112,408177443085192,1000329,True,ddfc760d9ae1
101353,25340,366897861,"=""134614040039477460""",1000002,True,ddfc760d9ae1
101449,25364,367593210,"=""27819804816722340""",1000005,True,ddfc760d9ae1
101569,25394,368463316,"=""36552172964767876""",1000004,True,ddfc760d9ae1
101641,25413,234818442,"=""4701834708874434""",2000012,True,ddfc760d9ae1
101689,25424,369334449,"=""136407934848799152""",1000002,True,ddfc760d9ae1
101809,25454,370206616,"=""36898867695608776""",1000004,True,ddfc760d9ae1
101833,25460,370381170,"=""96027547393017060""",1000002,True,ddfc760d9ae1
102001,25502,371604238,"=""5894072603377009""",1000024,True,ddfc760d9ae1
102073,25520,372128995,"=""193871984115465040""",1000001,True,ddfc760d9ae1
102241,25562,373358572,38172553759852,1003652,True,ddfc760d9ae1
102361,25592,374231817,"=""140049452480889672""",1000002,True,ddfc760d9ae1
102409,25604,374582887,"=""5677377513467884""",1000025,True,ddfc760d9ae1
102433,25610,374758449,"=""75623635446641490""",1000002,True,ddfc760d9ae1
102481,25623,238715516,"=""48218159251331316""",2000002,True,ddfc760d9ae1
102529,25634,375461199,"=""140971111579056402""",1000002,True,ddfc760d9ae1
102673,25670,376516560,"=""99235303591446960""",1000002,True,ddfc760d9ae1
102721,25682,376868754,"=""1788147832107123""",1000080,True,ddfc760d9ae1
102769,25695,240059820,74012122924740,2000779,True,ddfc760d9ae1
102793,25700,377397160,"=""49850015354225800""",1000003,True,ddfc760d9ae1
102841,25713,240416550,2747186490950,2021038,True,ddfc760d9ae1
102961,25742,378631734,"=""13204393436406783""",1000011,True,ddfc760d9ae1
103273,25820,380929840,"=""50787639669919120""",1000003,True,ddfc760d9ae1
103321,25833,242644682,"=""5941659011774514""",2000010,True,ddfc760d9ae1
103369,25844,381638349,"=""145647829045807452""",1000002,True,ddfc760d9ae1
103393,25850,381815580,"=""102048195609699900""",1000002,True,ddfc760d9ae1
103489,25874,382524922,"=""15062899788912469""",1000010,True,ddfc760d9ae1
103633,25910,383590150,"=""51499490728367725""",1000003,True,ddfc760d9ae1
103801,25952,384834909,"=""1278279948451488""",1000116,True,ddfc760d9ae1
103993,26000,386259715,"=""208875194018374000""",1000001,True,ddfc760d9ae1
104113,26030,387151630,"=""52460234226928285""",1000003,True,ddfc760d9ae1
104161,26046,117962334,2047845778629,5006795,True,ddfc760d9ae1
104209,26054,387865899,"=""150439955219212302""",1000002,True,ddfc760d9ae1
104353,26090,388938540,"=""105891231139193580""",1000002,True,ddfc760d9ae1
104473,26120,389833540,"=""53189565728292520""",1000003,True,ddfc760d9ae1
104521,26132,390191838,"=""11337741025688244""",1000014,True,ddfc760d9ae1
104593,26150,390729565,"=""213737429760395350""",1000001,True,ddfc760d9ae1
104689,26174,391447134,"=""20627230589662437""",1000008,True,ddfc760d9ae1
104809,26204,392345097,"=""1675804780251444""",1000092,True,ddfc760d9ae1
104833,26210,392524705,"=""215705901256947130""",1000001,True,ddfc760d9ae1
104881,26222,392884227,"=""154358015432503302""",1000002,True,ddfc760d9ae1
104953,26240,393423820,"=""54173805356763520""",1000003,True,ddfc760d9ae1
105049,26264,394143849,"=""155349373310390952""",1000002,True,ddfc760d9ae1
105481,26372,397392144,"=""14545310297218608""",1000011,True,ddfc760d9ae1
105529,26384,397753879,"=""65144531238530032""",1000003,True,ddfc760d9ae1
105649,26414,398658982,"=""5917568151899179""",1000027,True,ddfc760d9ae1
105769,26444,399565234,929755535168812,1000172,True,ddfc760d9ae1
105793,26450,399746410,"=""55929016908014425""",1000003,True,ddfc760d9ae1
105913,26480,400653750,"=""112366398771690000""",1000002,True,ddfc760d9ae1
106033,26510,401562120,"=""112876494951663960""",1000002,True,ddfc760d9ae1
106129,26535,256012116,"=""2762314835661340""",2000024,True,ddfc760d9ae1
106153,26540,402471520,"=""56694163141417120""",1000003,True,ddfc760d9ae1
106201,26552,402835582,"=""9310946669926312""",1000018,True,ddfc760d9ae1
106273,26570,403381945,"=""227803790569394290""",1000001,True,ddfc760d9ae1
106321,26582,403753998,21463764410679,1007595,True,ddfc760d9ae1
106393,26600,404293401,"=""163453153687853400""",1000002,True,ddfc760d9ae1
106561,26642,405571167,"=""164487971096170722""",1000002,True,ddfc760d9ae1
106729,26684,406850949,"=""165527694295349652""",1000002,True,ddfc760d9ae1
106753,26690,407033940,"=""115973639411312580""",1000002,True,ddfc760d9ae1
106801,26702,407400045,"=""89371043951216430""",1000002,True,ddfc760d9ae1
106921,26732,408316048,"=""7116182307417904""",1000024,True,ddfc760d9ae1
107209,26806,191589632,"=""21176876975657728""",3000002,True,ddfc760d9ae1
107353,26840,411622075,"=""237205825266605800""",1000001,True,ddfc760d9ae1
107449,26864,412358604,"=""4076291806990032""",1000042,True,ddfc760d9ae1
107473,26870,412542790,"=""59567043340801645""",1000003,True,ddfc760d9ae1
107521,26882,412911363,"=""62814239369279394""",1000003,True,ddfc760d9ae1
107713,26930,414387300,"=""120201783666515700""",1000002,True,ddfc760d9ae1
107809,26954,415126257,"=""92792973796859154""",1000002,True,ddfc760d9ae1
107881,26975,153164050,16523490878050,4001420,True,ddfc760d9ae1
108121,27032,417532414,"=""46935892551108808""",1000004,True,ddfc760d9ae1
108289,27074,418834780,45355199491420,1003868,True,ddfc760d9ae1
108433,27110,419945520,"=""123447967417703760""",1000002,True,ddfc760d9ae1
108529,27138,128055176,41693100588312,5000394,True,ddfc760d9ae1
108553,27140,420875490,"=""123995324237042580""",1000002,True,ddfc760d9ae1
108601,27152,421247892,"=""1392542746466352""",1000128,True,ddfc760d9ae1
108841,27212,423111622,"=""20212323975280252""",1000009,True,ddfc760d9ae1
108913,27230,423671571,"=""179497599649936470""",1000002,True,ddfc760d9ae1
108961,27242,424045117,"=""4897664279304322""",1000037,True,ddfc760d9ae1
109009,27254,424419220,387498567632980,1000465,True,ddfc760d9ae1
109081,27272,424979577,"=""180607640442119352""",1000002,True,ddfc760d9ae1
109129,27284,425353665,"=""66656851274779260""",1000003,True,ddfc760d9ae1
109321,27335,157278490,264785163801466,4000094,True,ddfc760d9ae1
109393,27350,427414080,"=""127877956620158400""",1000002,True,ddfc760d9ae1
109441,27362,427791189,93635791030698,1001955,True,ddfc760d9ae1
109489,27374,428164614,"=""3114743641671267""",1000059,True,ddfc760d9ae1
109561,27395,157969750,286485882142750,4000088,True,ddfc760d9ae1
109609,27404,429103579,"=""75818186075264932""",1000003,True,ddfc760d9ae1
109801,27452,430608153,"=""68313876938365524""",1000003,True,ddfc760d9ae1
109873,27470,431173045,"=""260274272197227790""",1000001,True,ddfc760d9ae1
109969,27494,431926846,"=""5533582627685671""",1000034,True,ddfc760d9ae1
110161,27542,433436350,"=""6995050026719275""",1000027,True,ddfc760d9ae1
110233,27560,434003070,"=""131851064904594360""",1000002,True,ddfc760d9ae1
110281,27572,434381122,"=""10826300500453732""",1000018,True,ddfc760d9ae1
110329,27584,434759314,"=""21340477432470592""",1000009,True,ddfc760d9ae1
110521,27632,436273798,"=""4243132645730704""",1000045,True,ddfc760d9ae1
110593,27650,436842351,"=""190831239190364850""",1000002,True,ddfc760d9ae1
110641,27662,437225572,48375074511652,1003952,True,ddfc760d9ae1
110761,27692,438170517,"=""191993401529876772""",1000002,True,ddfc760d9ae1
110881,27722,439120464,"=""8131249400186928""",1000024,True,ddfc760d9ae1
110953,27740,439690890,"=""135329654684603580""",1000002,True,ddfc760d9ae1
111049,27768,134069956,"=""1161290094419832""",5000016,True,ddfc760d9ae1
111073,27770,440642460,"=""135916043847753660""",1000002,True,ddfc760d9ae1
111121,27782,441023443,"=""2842404028556974""",1000069,True,ddfc760d9ae1
111169,27794,441404457,"=""104912712067538154""",1000002,True,ddfc760d9ae1
111289,27824,442357890,"=""14571951897182160""",1000014,True,ddfc760d9ae1
111433,27860,443503341,"=""196695213034658940""",1000002,True,ddfc760d9ae1
111769,27944,446181849,"=""199078241930876952""",1000002,True,ddfc760d9ae1
111841,27962,446756869,"=""34076631260335378""",1000006,True,ddfc760d9ae1
111913,27980,447332250,"=""140074298875711500""",1000002,True,ddfc760d9ae1
112249,28067,165815416,"=""2363802058084168""",4000012,True,ddfc760d9ae1
112273,28070,450214731,"=""202693303559187630""",1000002,True,ddfc760d9ae1
112369,28094,450985320,557444463653880,1000365,True,ddfc760d9ae1
112441,28112,451563057,"=""203909193995622192""",1000002,True,ddfc760d9ae1
112729,28184,453879166,"=""55463233442351176""",1000004,True,ddfc760d9ae1
112801,28202,454459122,"=""27802531372138497""",1000008,True,ddfc760d9ae1
112921,28233,289827430,294548429007270,2000286,True,ddfc760d9ae1
113089,28275,290690140,"=""14300127900470100""",2000006,True,ddfc760d9ae1
113161,28292,457364614,"=""1138628415866788""",1000184,True,ddfc760d9ae1
113233,28310,457946605,"=""293601129785489830""",1000001,True,ddfc760d9ae1
113281,28322,458334927,"=""210070904849760402""",1000002,True,ddfc760d9ae1
113401,28353,292298552,36828066121224,2002320,True,ddfc760d9ae1
113569,28395,293163040,561062168701920,2000154,True,ddfc760d9ae1
113809,28454,462617350,"=""9134778120597025""",1000024,True,ddfc760d9ae1
113953,28490,463788711,"=""215099967987252810""",1000002,True,ddfc760d9ae1
114049,28514,464570457,"=""116213843121608154""",1000002,True,ddfc760d9ae1
114073,28520,464765995,"=""302410401686910040""",1000001,True,ddfc760d9ae1
114193,28550,465744310,"=""75921216338337325""",1000003,True,ddfc760d9ae1
114313,28580,466723650,"=""152481675361802100""",1000002,True,ddfc760d9ae1
114361,28592,467115675,"=""117490720826341200""",1000002,True,ddfc760d9ae1
114553,28640,468685420,"=""76883107553516320""",1000003,True,ddfc760d9ae1
114601,28652,469078270,"=""40532656470483580""",1000006,True,ddfc760d9ae1
114649,28664,469473324,107649294246552,1002048,True,ddfc760d9ae1
114673,28670,469667845,"=""308823038008053790""",1000001,True,ddfc760d9ae1
114769,28695,299392152,57268229821480,2001566,True,ddfc760d9ae1
114889,28724,471438829,"=""9316059327496732""",1000024,True,ddfc760d9ae1
114913,28730,471635785,"=""311416438697956930""",1000001,True,ddfc760d9ae1
115033,28760,472621300,"=""78179812152170200""",1000003,True,ddfc760d9ae1
115081,28772,473015880,"=""2493961563807720""",1000090,True,ddfc760d9ae1
115153,28790,473607840,"=""157013069803018080""",1000002,True,ddfc760d9ae1
115249,28815,301900008,"=""6552808607475160""",2000014,True,ddfc760d9ae1
115369,28845,302528994,"=""7804354072022730""",2000012,True,ddfc760d9ae1
115441,28863,302906846,585767619838566,2000157,True,ddfc760d9ae1
115513,28880,476573635,"=""317971400931384880""",1000001,True,ddfc760d9ae1
115609,28904,477366084,"=""30675935043296712""",1000008,True,ddfc760d9ae1
115633,28910,477564291,"=""228067651560768390""",1000002,True,ddfc760d9ae1
115729,28934,478357560,"=""47111225594115240""",1000005,True,ddfc760d9ae1
115921,28982,479946064,"=""62016829152501808""",1000004,True,ddfc760d9ae1
115969,28994,480343599,"=""230729972619929202""",1000002,True,ddfc760d9ae1
116041,29014,224454260,"=""2318084813834740""",3000022,True,ddfc760d9ae1
116089,29025,306316692,"=""2666999884319100""",2000036,True,ddfc760d9ae1
116233,29060,482532999,"=""125374358430354540""",1000002,True,ddfc760d9ae1
116329,29084,483330471,"=""2473915415882196""",1000095,True,ddfc760d9ae1
116353,29090,483529825,"=""327321527846813050""",1000001,True,ddfc760d9ae1
116401,29102,483930390,151395928755135,1001547,True,ddfc760d9ae1
116473,29120,484527681,"=""234767073170710080""",1000002,True,ddfc760d9ae1
116521,29132,484927263,"=""1539832211803044""",1000153,True,ddfc760d9ae1
116593,29150,485526565,"=""330030462963452350""",1000001,True,ddfc760d9ae1
116689,29174,486326556,"=""1645719825299436""",1000144,True,ddfc760d9ae1
116713,29180,486526480,"=""82847805022890160""",1000003,True,ddfc760d9ae1
116833,29210,487527420,"=""166378089188772060""",1000002,True,ddfc760d9ae1
116881,29222,487928094,"=""21927851806825983""",1000011,True,ddfc760d9ae1
116953,29240,488529390,"=""167062674937111080""",1000002,True,ddfc760d9ae1
117049,29264,489331714,"=""27034171837817392""",1000009,True,ddfc760d9ae1
117241,29312,490938444,"=""1841859651616128""",1000131,True,ddfc760d9ae1
117313,29330,491541471,"=""241613017221302370""",1000002,True,ddfc760d9ae1
117361,29342,491943790,"=""24912659032128985""",1000010,True,ddfc760d9ae1
117529,29384,493353687,463866923835384,1000525,True,ddfc760d9ae1
117649,29414,494361099,"=""244392895710126702""",1000002,True,ddfc760d9ae1
117673,29420,494562810,"=""171214660630004460""",1000002,True,ddfc760d9ae1
117721,29432,494966355,"=""131918603203026120""",1000002,True,ddfc760d9ae1
117889,29475,315888946,"=""8378962189873650""",2000012,True,ddfc760d9ae1
118009,29504,497391082,"=""45573294743975104""",1000006,True,ddfc760d9ae1
118153,29540,498605661,"=""248607604682641260""",1000002,True,ddfc760d9ae1
118273,29570,499618945,"=""349466725784459290""",1000001,True,ddfc760d9ae1
118321,29582,500024547,"=""250024547102530662""",1000002,True,ddfc760d9ae1
118513,29630,501648600,"=""176155922015723400""",1000002,True,ddfc760d9ae1
118633,29660,502664970,"=""176870449942905660""",1000002,True,ddfc760d9ae1
118681,29672,503073924,119410632748488,1002120,True,ddfc760d9ae1
118729,29684,503478807,"=""136495104395521404""",1000002,True,ddfc760d9ae1
118801,29715,59834124,5077395546660,14000706,True,ddfc760d9ae1
118849,29714,504497049,"=""11347903362687402""",1000023,True,ddfc760d9ae1
118969,29744,505516284,"=""34400518604564112""",1000008,True,ddfc760d9ae1
119041,29762,506128324,"=""68967736512538708""",1000004,True,ddfc760d9ae1
119089,29774,506545062,30161972444259,1008507,True,ddfc760d9ae1
119233,29810,507762250,"=""90237875376009625""",1000003,True,ddfc760d9ae1
119329,29834,508580199,"=""258653818306299402""",1000002,True,ddfc760d9ae1
119401,29852,509194098,"=""53380893786871644""",1000005,True,ddfc760d9ae1
119641,29912,511243179,"=""2767907380614888""",1000095,True,ddfc760d9ae1
119929,29984,513707439,"=""1971469422458592""",1000134,True,ddfc760d9ae1
119953,29990,513912925,"=""369749091760964950""",1000001,True,ddfc760d9ae1
120001,30002,514324287,"=""264529471683734082""",1000002,True,ddfc760d9ae1
120049,30014,514735912,"=""2657121854486584""",1000100,True,ddfc760d9ae1
120169,30044,515765349,"=""266013894713326452""",1000002,True,ddfc760d9ae1
120193,30050,515971380,"=""186358524969401700""",1000002,True,ddfc760d9ae1
120361,30092,517415674,288046340547148,1000930,True,ddfc760d9ae1
120481,30123,329931794,"=""2097030975869682""",2000052,True,ddfc760d9ae1
120529,30134,518860132,"=""49592390429913604""",1000006,True,ddfc760d9ae1
120673,30170,520100631,"=""270504665846497530""",1000002,True,ddfc760d9ae1
120721,30182,520518772,62837546674612,1004312,True,ddfc760d9ae1
120841,30212,521549757,"=""272014148505209292""",1000002,True,ddfc760d9ae1
120889,30224,521964702,504798326880624,1000540,True,ddfc760d9ae1
120961,30242,522586122,"=""6546827506006317""",1000042,True,ddfc760d9ae1
121081,30275,192933060,817618474325100,4000046,True,ddfc760d9ae1
121153,30290,524246340,"=""192383956978130580""",1000002,True,ddfc760d9ae1
121201,30302,524661820,"=""50707635726916780""",1000006,True,ddfc760d9ae1
121321,30334,245343422,"=""7783628382070813""",3000008,True,ddfc760d9ae1
121369,30344,526119444,127709181597672,1002168,True,ddfc760d9ae1
121441,30362,526741668,"=""57123455168904084""",1000005,True,ddfc760d9ae1
121489,30374,527158131,"=""62750640297225486""",1000005,True,ddfc760d9ae1
121609,30404,528200400,706573146879600,1000395,True,ddfc760d9ae1
121753,30440,529451620,"=""98111655742766920""",1000003,True,ddfc760d9ae1
121801,30452,529869250,"=""2815658430974500""",1000100,True,ddfc760d9ae1
121993,30500,531540930,"=""197775031654144500""",1000002,True,ddfc760d9ae1
122041,30512,531959557,"=""1038734020733392""",1000273,True,ddfc760d9ae1
