n,x,y,z,steps,solved,run_id
17,5,30,510,2,True,4dea7238a2e7
25,7,60,2100,2,True,4dea7238a2e7
41,11,154,6314,4,True,4dea7238a2e7
49,14,99,9702,214,True,4dea7238a2e7
65,17,370,81770,2,True,4dea7238a2e7
73,20,210,30660,464,True,4dea7238a2e7
89,23,690,61410,8,True,4dea7238a2e7
97,25,810,392850,2,True,4dea7238a2e7
113,29,1102,124526,10,True,4dea7238a2e7
121,31,1254,427614,4,True,4dea7238a2e7
137,35,1600,1534400,2,True,4dea7238a2e7
145,37,1790,1920670,2,True,4dea7238a2e7
161,41,2208,633696,8,True,4dea7238a2e7
169,44,1066,304876,2426,True,4dea7238a2e7
185,47,2900,5043100,2,True,4dea7238a2e7
193,50,1380,1331700,3154,True,4dea7238a2e7
209,53,3696,3721872,4,True,4dea7238a2e7
217,55,3980,9500260,2,True,4dea7238a2e7
233,59,4602,1072266,20,True,4dea7238a2e7
241,62,2139,1030998,4905,True,4dea7238a2e7
257,65,5570,18609370,2,True,4dea7238a2e7
265,67,5920,21021920,2,True,4dea7238a2e7
281,71,6674,1875394,24,True,4dea7238a2e7
289,73,7038,8734158,6,True,4dea7238a2e7
305,77,7830,36777510,2,True,4dea7238a2e7
313,80,3580,4482160,8245,True,4dea7238a2e7
329,83,9118,5297558,16,True,4dea7238a2e7
337,85,9550,54711950,2,True,4dea7238a2e7
353,89,10502,3707206,30,True,4dea7238a2e7
361,92,4750,4151500,10956,True,4dea7238a2e7
377,95,11940,85526220,2,True,4dea7238a2e7
385,97,12450,92989050,2,True,4dea7238a2e7
401,101,13534,5427134,34,True,4dea7238a2e7
409,104,6084,4976712,14050,True,4dea7238a2e7
425,107,15160,137880200,2,True,4dea7238a2e7
433,110,6805,64824430,15733,True,4dea7238a2e7
449,113,16950,7610550,38,True,4dea7238a2e7
457,115,17520,184152720,2,True,4dea7238a2e7
473,119,18766,96025622,4,True,4dea7238a2e7
481,121,19404,102666564,4,True,4dea7238a2e7
497,125,20710,257321750,2,True,4dea7238a2e7
505,127,21380,274241260,2,True,4dea7238a2e7
521,131,22794,11875674,44,True,4dea7238a2e7
529,133,23460,71764140,8,True,4dea7238a2e7
545,137,24890,371682370,2,True,4dea7238a2e7
553,140,11061,122334660,25624,True,4dea7238a2e7
569,143,27126,200651022,4,True,4dea7238a2e7
577,145,27890,466683370,2,True,4dea7238a2e7
593,149,29502,17494686,50,True,4dea7238a2e7
601,152,13053,62758824,30253,True,4dea7238a2e7
617,155,31880,609768760,2,True,4dea7238a2e7
625,157,32710,641933750,2,True,4dea7238a2e7
641,161,34408,154388696,8,True,4dea7238a2e7
649,163,35266,339153122,4,True,4dea7238a2e7
665,167,37020,822251220,2,True,4dea7238a2e7
673,170,16345,374006290,37913,True,4dea7238a2e7
689,173,39750,89397750,18,True,4dea7238a2e7
697,175,40660,991900700,2,True,4dea7238a2e7
713,179,42550,236109950,8,True,4dea7238a2e7
721,182,18747,351431262,43502,True,4dea7238a2e7
737,185,45450,1239376050,2,True,4dea7238a2e7
745,187,46440,1293957720,2,True,4dea7238a2e7
761,191,48514,36919154,64,True,4dea7238a2e7
769,194,21340,16410460,49500,True,4dea7238a2e7
785,197,51550,1594389950,2,True,4dea7238a2e7
793,200,22659,276439800,52604,True,4dea7238a2e7
809,203,54752,310060576,10,True,4dea7238a2e7
817,205,55830,1870137510,2,True,4dea7238a2e7
833,209,58036,918535772,4,True,4dea7238a2e7
841,211,59160,362000040,10,True,4dea7238a2e7
857,215,61420,2263388420,2,True,4dea7238a2e7
865,217,62570,2348940370,2,True,4dea7238a2e7
881,221,64906,743368418,6,True,4dea7238a2e7
889,224,28449,809317152,66084,True,4dea7238a2e7
905,227,68480,2813637760,2,True,4dea7238a2e7
913,229,69696,1324711872,4,True,4dea7238a2e7
929,233,72230,67101670,78,True,4dea7238a2e7
937,235,73400,3232462600,2,True,4dea7238a2e7
953,239,76002,72429906,80,True,4dea7238a2e7
961,242,33232,124653232,77209,True,4dea7238a2e7
977,245,79790,3819786670,2,True,4dea7238a2e7
985,247,81100,3946244900,2,True,4dea7238a2e7
1001,251,83754,1913025114,4,True,4dea7238a2e7
1009,253,85096,1974822872,4,True,4dea7238a2e7
1025,257,87810,4626269850,2,True,4dea7238a2e7
1033,260,38370,1030541460,89184,True,4dea7238a2e7
1049,263,92050,96560450,88,True,4dea7238a2e7
1057,265,93370,5230680770,2,True,4dea7238a2e7
1073,269,96222,957697566,10,True,4dea7238a2e7
1081,271,97658,1243869946,8,True,4dea7238a2e7
1097,275,100560,6067287600,2,True,4dea7238a2e7
1105,277,102030,6245970510,2,True,4dea7238a2e7
1121,281,105020,560701780,20,True,4dea7238a2e7
1129,285,29260,99103620,152316,True,4dea7238a2e7
1145,287,109540,7199297420,2,True,4dea7238a2e7
1153,289,111078,2177239878,6,True,4dea7238a2e7
1169,293,114228,234281628,56,True,4dea7238a2e7
1177,295,115740,8037332820,2,True,4dea7238a2e7
1193,299,118910,1844175190,8,True,4dea7238a2e7
1201,306,15980,172727820,249018,True,4dea7238a2e7
1217,305,123730,9185344010,2,True,4dea7238a2e7
1225,307,125360,9428952400,2,True,4dea7238a2e7
1241,311,128656,2920877168,6,True,4dea7238a2e7
1249,314,56049,140010402,130335,True,4dea7238a2e7
1265,317,133670,10720467670,2,True,4dea7238a2e7
1273,319,135366,4997306622,4,True,4dea7238a2e7
1289,323,138788,3399056908,6,True,4dea7238a2e7
1297,325,140510,11845695550,2,True,4dea7238a2e7
1313,329,144008,1323577528,16,True,4dea7238a2e7
1321,332,62665,331121860,145762,True,4dea7238a2e7
1337,335,149300,13374144700,2,True,4dea7238a2e7
1345,337,151090,13696761770,2,True,4dea7238a2e7
1361,341,154704,6527116464,4,True,4dea7238a2e7
1369,346,32005,2368370,267163,True,4dea7238a2e7
1385,347,160200,15398263800,2,True,4dea7238a2e7
1393,350,69651,4851192150,162054,True,4dea7238a2e7
1409,353,165910,233767190,118,True,4dea7238a2e7
1417,355,167680,16869781760,2,True,4dea7238a2e7
1433,359,171602,245905666,120,True,4dea7238a2e7
1441,361,173404,8200448564,4,True,4dea7238a2e7
1457,365,177270,18854614470,2,True,4dea7238a2e7
1465,367,179220,19271705820,2,True,4dea7238a2e7
1481,371,183168,1898902656,18,True,4dea7238a2e7
1489,374,79560,1303113240,185137,True,4dea7238a2e7
1505,377,189130,21461905010,2,True,4dea7238a2e7
1513,379,191148,6447613188,6,True,4dea7238a2e7
1529,383,195206,10392181822,4,True,4dea7238a2e7
1537,385,197250,23344340250,2,True,4dea7238a2e7
1553,389,201502,312932606,130,True,4dea7238a2e7
1561,391,203456,7304680768,6,True,4dea7238a2e7
1577,395,207640,25868414120,2,True,4dea7238a2e7
1585,397,209750,26396827750,2,True,4dea7238a2e7
1601,401,214134,342828534,134,True,4dea7238a2e7
1609,404,92920,149508280,216200,True,4dea7238a2e7
1625,407,220460,29161346500,2,True,4dea7238a2e7
1633,409,222640,6465242960,8,True,4dea7238a2e7
1649,413,227018,9094568098,6,True,4dea7238a2e7
1657,415,229220,31524855820,2,True,4dea7238a2e7
1673,419,233742,685565286,80,True,4dea7238a2e7
1681,421,235914,4072111554,14,True,4dea7238a2e7
1697,425,240410,34677940450,2,True,4dea7238a2e7
1705,427,242680,35335906760,2,True,4dea7238a2e7
1721,431,247394,425765074,144,True,4dea7238a2e7
1729,434,107199,11491518402,249554,True,4dea7238a2e7
1745,437,254190,38767279470,2,True,4dea7238a2e7
1753,440,110190,8499175080,256524,True,4dea7238a2e7
1769,443,261232,7059272336,10,True,4dea7238a2e7
1777,445,263590,41687549270,2,True,4dea7238a2e7
1793,449,268356,19640170572,4,True,4dea7238a2e7
1801,451,270754,19992746114,4,True,4dea7238a2e7
1817,455,275580,45566326260,2,True,4dea7238a2e7
1825,457,278010,46373458050,2,True,4dea7238a2e7
1841,461,282988,913202276,88,True,4dea7238a2e7
1849,465,78174,521029710,407936,True,4dea7238a2e7
1865,467,290320,50571131120,2,True,4dea7238a2e7
1873,470,125760,11070778560,292814,True,4dea7238a2e7
1889,473,297836,24192324772,4,True,4dea7238a2e7
1897,475,300360,54129377400,2,True,4dea7238a2e7
1913,479,305602,584616626,160,True,4dea7238a2e7
1921,481,308006,16741050118,6,True,4dea7238a2e7
1937,485,313150,58837440350,2,True,4dea7238a2e7
1945,487,315740,59814732820,2,True,4dea7238a2e7
1961,491,320968,5831025656,18,True,4dea7238a2e7
1969,493,323576,28554611272,4,True,4dea7238a2e7
1985,497,328850,64885064650,2,True,4dea7238a2e7
1993,500,142360,7093087000,331505,True,4dea7238a2e7
2009,503,336856,8302489832,14,True,4dea7238a2e7
2017,505,339530,69168033010,2,True,4dea7238a2e7
2033,509,344968,3336185528,36,True,4dea7238a2e7
2041,512,149292,3000172032,347658,True,4dea7238a2e7
2057,515,353120,74815887520,2,True,4dea7238a2e7
2065,517,355870,75985718270,2,True,4dea7238a2e7
2081,521,361574,752435494,174,True,4dea7238a2e7
2089,524,156414,653497692,364220,True,4dea7238a2e7
2105,527,369780,82041979260,2,True,4dea7238a2e7
2113,529,372600,18107987400,8,True,4dea7238a2e7
2129,533,378266,10469268082,14,True,4dea7238a2e7
2137,535,381100,87141944900,2,True,4dea7238a2e7
2153,539,386826,40808982522,4,True,4dea7238a2e7
2161,542,167478,180959979,389855,True,4dea7238a2e7
2177,545,395490,93847008570,2,True,4dea7238a2e7
2185,547,398400,95233137600,2,True,4dea7238a2e7
2201,551,404260,16905748940,10,True,4dea7238a2e7
2209,553,407208,10583743128,16,True,4dea7238a2e7
2225,557,413110,102395510150,2,True,4dea7238a2e7
2233,559,416086,47216191022,4,True,4dea7238a2e7
2249,563,422120,3089496280,58,True,4dea7238a2e7
2257,565,425070,108410277870,2,True,4dea7238a2e7
2273,569,431302,980349446,190,True,4dea7238a2e7
2281,572,186394,9353623708,434154,True,4dea7238a2e7
2297,575,440260,116296880300,2,True,4dea7238a2e7
2305,577,443330,117924450010,2,True,4dea7238a2e7
2321,581,449504,55105144864,4,True,4dea7238a2e7
2329,583,452606,55868326822,4,True,4dea7238a2e7
2345,587,458840,126320028520,2,True,4dea7238a2e7
2353,590,198325,55065729550,461973,True,4dea7238a2e7
2369,593,468280,28602074120,8,True,4dea7238a2e7
2377,595,471440,133352932720,2,True,4dea7238a2e7
2393,599,478002,1143858786,200,True,4dea7238a2e7
2401,602,206487,42636674682,481002,True,4dea7238a2e7
2417,605,487430,142552315510,2,True,4dea7238a2e7
2425,607,490660,144447850700,2,True,4dea7238a2e7
2441,611,497166,15776568678,16,True,4dea7238a2e7
2449,,,,500000,False,4dea7238a2e7
2465,617,506970,154210641570,2,True,4dea7238a2e7
2473,,,,500000,False,4dea7238a2e7
2489,623,516912,9006157776,30,True,4dea7238a2e7
2497,625,520210,162370546250,2,True,4dea7238a2e7
2513,629,526898,48991502938,6,True,4dea7238a2e7
2521,,,,500000,False,4dea7238a2e7
2537,635,537000,173020863000,2,True,4dea7238a2e7
2545,637,540390,175212270870,2,True,4dea7238a2e7
2561,641,547266,4560367578,66,True,4dea7238a2e7
2569,,,,500000,False,4dea7238a2e7
2585,647,557500,186483192500,2,True,4dea7238a2e7
2593,649,560956,85818975572,4,True,4dea7238a2e7
2609,653,568110,1482198990,218,True,4dea7238a2e7
2617,655,571380,195884491260,2,True,4dea7238a2e7
2633,659,578602,1523459066,220,True,4dea7238a2e7
2641,,,,500000,False,4dea7238a2e7
2657,665,588970,208130807570,2,True,4dea7238a2e7
2665,667,592520,210647377720,2,True,4dea7238a2e7
2681,671,599654,98068014814,4,True,4dea7238a2e7
2689,,,,500000,False,4dea7238a2e7
2705,677,610430,223574260510,2,True,4dea7238a2e7
2713,,,,500000,False,4dea7238a2e7
2729,683,621530,1696155370,228,True,4dea7238a2e7
2737,685,624950,234336876550,2,True,4dea7238a2e7
2753,689,632290,22629026810,18,True,4dea7238a2e7
2761,691,635954,110300497714,4,True,4dea7238a2e7
2777,695,643340,248331170020,2,True,4dea7238a2e7
2785,697,647050,251203574450,2,True,4dea7238a2e7
2801,701,654734,1833909934,234,True,4dea7238a2e7
2809,703,658260,24526109340,18,True,4dea7238a2e7
2825,707,665760,265941160800,2,True,4dea7238a2e7
2833,,,,500000,False,4dea7238a2e7
2849,713,677116,125040980372,4,True,4dea7238a2e7
2857,715,680920,278190546920,2,True,4dea7238a2e7
2873,719,688568,83668586248,6,True,4dea7238a2e7
2881,,,,500000,False,4dea7238a2e7
2897,725,700110,294091707150,2,True,4dea7238a2e7
2905,727,703980,297352000260,2,True,4dea7238a2e7
2921,731,711756,89398688868,6,True,4dea7238a2e7
2929,733,715662,52982604846,10,True,4dea7238a2e7
2945,737,723490,314061944570,2,True,4dea7238a2e7
2953,,,,500000,False,4dea7238a2e7
2969,743,735570,2183907330,248,True,4dea7238a2e7
2977,745,739290,327929083170,2,True,4dea7238a2e7
2993,749,747266,40858263082,14,True,4dea7238a2e7
3001,,,,500000,False,4dea7238a2e7
3017,755,759280,345902911760,2,True,4dea7238a2e7
3025,757,763310,349584530350,2,True,4dea7238a2e7
3041,761,771654,2346599814,254,True,4dea7238a2e7
3049,,,,500000,False,4dea7238a2e7
3065,767,783620,368435399020,2,True,4dea7238a2e7
3073,,,,500000,False,4dea7238a2e7
3089,773,796190,2459430910,258,True,4dea7238a2e7
3097,775,800060,384056802100,2,True,4dea7238a2e7
3113,779,808346,178205534122,4,True,4dea7238a2e7
3121,781,812504,180043573864,4,True,4dea7238a2e7
3137,785,820850,404276012650,2,True,4dea7238a2e7
3145,787,825040,408413775920,2,True,4dea7238a2e7
3161,791,833460,71860087740,10,True,4dea7238a2e7
3169,,,,500000,False,4dea7238a2e7
3185,797,846150,429581047350,2,True,4dea7238a2e7
3193,799,850408,127621578968,6,True,4dea7238a2e7
3209,803,858946,201214113122,4,True,4dea7238a2e7
3217,805,863230,447098756510,2,True,4dea7238a2e7
3233,809,871850,43024925650,18,True,4dea7238a2e7
3241,,,,500000,False,4dea7238a2e7
3257,815,884820,469742974620,2,True,4dea7238a2e7
3265,817,889170,474373084170,2,True,4dea7238a2e7
3281,821,897906,142275899418,6,True,4dea7238a2e7
3289,823,902286,222031832022,4,True,4dea7238a2e7
3305,827,911080,498039148760,2,True,4dea7238a2e7
3313,,,,500000,False,4dea7238a2e7
3329,833,924358,150782201318,6,True,4dea7238a2e7
3337,835,928800,517600735200,2,True,4dea7238a2e7
3353,839,937882,5508180986,160,True,4dea7238a2e7
3361,841,942210,91836266490,10,True,4dea7238a2e7
3377,845,951190,542856498470,2,True,4dea7238a2e7
3385,847,955700,548016538300,2,True,4dea7238a2e7
3401,851,964758,121402252446,8,True,4dea7238a2e7
3409,,,,500000,False,4dea7238a2e7
3425,857,978410,574370698450,2,True,4dea7238a2e7
3433,,,,500000,False,4dea7238a2e7
3449,863,992450,3422960050,288,True,4dea7238a2e7
3457,865,996770,596129262970,2,True,4dea7238a2e7
3473,869,1006016,276017591872,4,True,4dea7238a2e7
3481,871,1010670,51937320630,20,True,4dea7238a2e7
3497,875,1019960,624190021000,2,True,4dea7238a2e7
3505,877,1024630,629918957510,2,True,4dea7238a2e7
3521,881,1034168,6377714056,168,True,4dea7238a2e7
3529,,,,500000,False,4dea7238a2e7
3545,887,1048140,659157427620,2,True,4dea7238a2e7
3553,889,1052876,302330184772,4,True,4dea7238a2e7
3569,893,1062388,72041592668,16,True,4dea7238a2e7
3577,895,1067140,683271600620,2,True,4dea7238a2e7
3593,899,1076712,119927412696,10,True,4dea7238a2e7
3601,901,1081506,206408664618,6,True,4dea7238a2e7
3617,905,1091130,714337715010,2,True,4dea7238a2e7
3625,907,1095960,720675897000,2,True,4dea7238a2e7
3641,911,1105654,333400012814,4,True,4dea7238a2e7
3649,913,1110516,336338649372,4,True,4dea7238a2e7
3665,917,1120270,753001803470,2,True,4dea7238a2e7
3673,,,,500000,False,4dea7238a2e7
3689,923,1134988,227327881508,6,True,4dea7238a2e7
3697,925,1139910,779635744950,2,True,4dea7238a2e7
3713,929,1149808,84385558928,16,True,4dea7238a2e7
3721,,,,500000,False,4dea7238a2e7
3737,935,1164700,813914489300,2,True,4dea7238a2e7
3745,937,1169690,820903647970,2,True,4dea7238a2e7
3761,941,1180014,4438032654,314,True,4dea7238a2e7
3769,943,1184730,183075142170,8,True,4dea7238a2e7
3785,947,1194800,856527029200,2,True,4dea7238a2e7
3793,,,,500000,False,4dea7238a2e7
3809,953,1210090,14991805010,98,True,4dea7238a2e7
3817,955,1215080,885850428760,2,True,4dea7238a2e7
3833,959,1225328,32876775568,46,True,4dea7238a2e7
3841,961,1230408,197464488696,8,True,4dea7238a2e7
3857,965,1240670,923555988670,2,True,4dea7238a2e7
3865,967,1245820,931239237620,2,True,4dea7238a2e7
3881,971,1256474,4876375594,324,True,4dea7238a2e7
3889,,,,500000,False,4dea7238a2e7
3905,977,1271730,970377044010,2,True,4dea7238a2e7
3913,979,1276946,444705383122,4,True,4dea7238a2e7
3929,983,1287730,5059491170,328,True,4dea7238a2e7
3937,985,1292650,1002565120850,2,True,4dea7238a2e7
3953,989,1303180,221513233220,8,True,4dea7238a2e7
3961,991,1308456,302126415768,6,True,4dea7238a2e7
3977,995,1319040,1043918593920,2,True,4dea7238a2e7
3985,997,1324350,1052340429150,2,True,4dea7238a2e7
4001,1001,1335004,486062941364,4,True,4dea7238a2e7
4009,1003,1340348,317033852788,6,True,4dea7238a2e7
4025,1007,1351060,1095216523100,2,True,4dea7238a2e7
4033,,,,500000,False,4dea7238a2e7
4049,1013,1367550,5537209950,338,True,4dea7238a2e7
4057,1015,1372620,1130450026020,2,True,4dea7238a2e7
4073,1019,1383802,5636225546,340,True,4dea7238a2e7
4081,1021,1388904,526104335064,4,True,4dea7238a2e7
4097,1025,1399810,1175679421850,2,True,4dea7238a2e7
4105,1027,1405280,1184885721760,2,True,4dea7238a2e7
4121,1031,1416356,18983419468,106,True,4dea7238a2e7
4129,,,,500000,False,4dea7238a2e7
4145,1037,1432790,1231730877670,2,True,4dea7238a2e7
4153,,,,500000,False,4dea7238a2e7
4169,1043,1449426,572953749522,4,True,4dea7238a2e7
4177,1045,1454990,1270196085070,2,True,4dea7238a2e7
4193,1049,1466352,10767422736,200,True,4dea7238a2e7
4201,,,,500000,False,4dea7238a2e7
4217,1055,1482980,1319536325260,2,True,4dea7238a2e7
4225,1057,1488610,1329574350650,2,True,4dea7238a2e7
4241,1061,1500254,6362577214,354,True,4dea7238a2e7
4249,,,,500000,False,4dea7238a2e7
4265,1067,1516920,1380626254920,2,True,4dea7238a2e7
4273,,,,500000,False,4dea7238a2e7
4289,1073,1534042,243441727106,10,True,4dea7238a2e7
4297,1075,1539760,1422514974800,2,True,4dea7238a2e7
4313,1079,1551270,86978157630,28,True,4dea7238a2e7
4321,1081,1557008,316208083696,8,True,4dea7238a2e7
4337,1085,1568550,1476207892950,2,True,4dea7238a2e7
4345,1087,1574340,1487126287020,2,True,4dea7238a2e7
4361,1091,1585980,84784904820,30,True,4dea7238a2e7
4369,1093,1591778,447132031978,6,True,4dea7238a2e7
4385,1097,1603450,1542629538050,2,True,4dea7238a2e7
4393,1099,1609310,337808652790,8,True,4dea7238a2e7
4409,1103,1621410,7148796690,368,True,4dea7238a2e7
4417,1105,1626930,1588139108010,2,True,4dea7238a2e7
4433,1109,1638736,732395364272,4,True,4dea7238a2e7
4441,1111,1644654,737694749814,4,True,4dea7238a2e7
4457,1115,1656520,1646433449720,2,True,4dea7238a2e7
4465,1117,1662470,1658282238070,2,True,4dea7238a2e7
4481,1121,1674420,142558444380,20,True,4dea7238a2e7
4489,,,,500000,False,4dea7238a2e7
4505,1127,1692380,1718488346260,2,True,4dea7238a2e7
4513,,,,500000,False,4dea7238a2e7
4529,1133,1710456,797905488072,4,True,4dea7238a2e7
4537,1135,1716500,1767821633500,2,True,4dea7238a2e7
4553,1139,1728628,527319700028,6,True,4dea7238a2e7
4561,,,,500000,False,4dea7238a2e7
4577,1145,1746890,1830973056370,2,True,4dea7238a2e7
4585,1147,1753000,1843803647000,2,True,4dea7238a2e7
4601,1151,1765286,87369299998,36,True,4dea7238a2e7
4609,1153,1771396,855773807372,4,True,4dea7238a2e7
4625,1157,1783710,1908971034750,2,True,4dea7238a2e7
4633,1159,1789896,234417309432,14,True,4dea7238a2e7
4649,1163,1802650,8380519850,388,True,4dea7238a2e7
4657,1165,1808470,1962336436070,2,True,4dea7238a2e7
4673,1169,1820968,59565684248,56,True,4dea7238a2e7
4681,,,,500000,False,4dea7238a2e7
4697,1175,1839660,2030607509700,2,True,4dea7238a2e7
4705,1177,1845930,2044472693010,2,True,4dea7238a2e7
4721,1181,1858894,8775838574,394,True,4dea7238a2e7
4729,,,,500000,False,4dea7238a2e7
4745,1187,1877440,2114866694720,2,True,4dea7238a2e7
4753,1189,1883782,367098249686,10,True,4dea7238a2e7
4769,1193,1896556,42989234852,84,True,4dea7238a2e7
4777,1195,1902840,2172478136520,2,True,4dea7238a2e7
4793,1199,1915606,1000783451822,4,True,4dea7238a2e7
4801,,,,500000,False,4dea7238a2e7
4817,1205,1934830,2246138342510,2,True,4dea7238a2e7
4825,1207,1941260,2261092291300,2,True,4dea7238a2e7
4841,1211,1954166,243748987678,16,True,4dea7238a2e7
4849,,,,500000,False,4dea7238a2e7
4865,1217,1973570,2336985153370,2,True,4dea7238a2e7
4873,1219,1980066,1069269301122,4,True,4dea7238a2e7
4889,1223,1993490,9746172610,408,True,4dea7238a2e7
4897,1225,1999610,2399062091650,2,True,4dea7238a2e7
4913,1229,2012698,714872088338,6,True,4dea7238a2e7
4921,,,,500000,False,4dea7238a2e7
4937,1235,2032400,2478387823600,2,True,4dea7238a2e7
4945,1237,2038990,2494486093070,2,True,4dea7238a2e7
4961,1241,2052204,1148600108964,4,True,4dea7238a2e7
4969,1243,2058826,1156024622522,4,True,4dea7238a2e7
4985,1247,2072100,2576156973900,2,True,4dea7238a2e7
4993,,,,500000,False,4dea7238a2e7
5009,1253,2092152,73357125576,60,True,4dea7238a2e7
5017,1255,2098780,2642924394260,2,True,4dea7238a2e7
5033,1259,2112422,18616775086,240,True,4dea7238a2e7
5041,1261,2118924,189709384644,24,True,4dea7238a2e7
5057,1265,2132370,2728198957770,2,True,4dea7238a2e7
5065,1267,2139120,2745498485520,2,True,4dea7238a2e7
5081,1271,2152664,339068259304,14,True,4dea7238a2e7
5089,,,,500000,False,4dea7238a2e7
5105,1277,2173030,2833233455510,2,True,4dea7238a2e7
5113,,,,500000,False,4dea7238a2e7
5129,1283,2193510,627582952590,8,True,4dea7238a2e7
5137,1285,2200350,2904921873150,2,True,4dea7238a2e7
5153,1289,2214502,11411328806,430,True,4dea7238a2e7
5161,,,,500000,False,4dea7238a2e7
5177,1295,2234740,2996435485820,2,True,4dea7238a2e7
5185,1297,2241650,3014994591850,2,True,4dea7238a2e7
5201,1301,2255748,20543097036,248,True,4dea7238a2e7
5209,,,,500000,False,4dea7238a2e7
5225,1307,2276360,3109086633400,2,True,4dea7238a2e7
5233,1309,2283336,1421894977272,4,True,4dea7238a2e7
5249,1313,2297322,545965465266,10,True,4dea7238a2e7
5257,1315,2304320,3185932093120,2,True,4dea7238a2e7
5273,1319,2318802,12227042946,440,True,4dea7238a2e7
5281,,,,500000,False,4dea7238a2e7
5297,1325,2339510,3283981884550,2,True,4dea7238a2e7
5305,1327,2346580,3303860271260,2,True,4dea7238a2e7
5321,1331,2360754,1519950216114,4,True,4dea7238a2e7
5329,,,,500000,False,4dea7238a2e7
5345,1337,2382090,3404609278770,2,True,4dea7238a2e7
5353,1339,2389240,323118428360,18,True,4dea7238a2e7
5369,1343,2403528,1019458804728,6,True,4dea7238a2e7
5377,1345,2410690,3486853354970,2,True,4dea7238a2e7
5393,1349,2425076,248490262492,24,True,4dea7238a2e7
5401,1351,2432254,1613413800614,4,True,4dea7238a2e7
5417,1355,2446680,3591743366760,2,True,4dea7238a2e7
5425,1357,2453910,3613002118950,2,True,4dea7238a2e7
5441,1361,2468854,13433034614,454,True,4dea7238a2e7
5449,1363,2475672,634027026216,10,True,4dea7238a2e7
5465,1367,2490220,3720714898820,2,True,4dea7238a2e7
5473,,,,500000,False,4dea7238a2e7
5489,1373,2512136,1721132201272,4,True,4dea7238a2e7
5497,1375,2519460,3808604695500,2,True,4dea7238a2e7
5513,1379,2534192,129302078416,50,True,4dea7238a2e7
5521,,,,500000,False,4dea7238a2e7
5537,1385,2556250,3920645881250,2,True,4dea7238a2e7
5545,1387,2563640,3943347466120,2,True,4dea7238a2e7
5561,1391,2578478,240306414166,28,True,4dea7238a2e7
5569,,,,500000,False,4dea7238a2e7
5585,1397,2600750,4058337736750,2,True,4dea7238a2e7
5593,1399,2608208,1200482504368,6,True,4dea7238a2e7
5609,1403,2623150,897508149350,8,True,4dea7238a2e7
5617,1405,2630630,4152125887510,2,True,4dea7238a2e7
5633,1409,2645676,160293571812,44,True,4dea7238a2e7
5641,1411,2653156,1242215598668,6,True,4dea7238a2e7
5657,1415,2668220,4271636112820,2,True,4dea7238a2e7
5665,1417,2675770,4295844379970,2,True,4dea7238a2e7
5681,1421,2690908,944473726196,8,True,4dea7238a2e7
5689,,,,500000,False,4dea7238a2e7
5705,1427,2713680,4418432771760,2,True,4dea7238a2e7
5713,1429,2721302,766081889926,10,True,4dea7238a2e7
5729,1433,2736558,1321541325918,6,True,4dea7238a2e7
5737,1435,2744200,4518377439800,2,True,4dea7238a2e7
5753,1439,2759526,2076810989022,4,True,4dea7238a2e7
5761,1441,2767204,2088383953964,4,True,4dea7238a2e7
5777,1445,2782590,4645681482270,2,True,4dea7238a2e7
5785,1447,2790300,4671461663700,2,True,4dea7238a2e7
5801,1451,2806234,16278963434,484,True,4dea7238a2e7
5809,,,,500000,False,4dea7238a2e7
5825,1457,2829010,4801975719050,2,True,4dea7238a2e7
5833,,,,500000,False,4dea7238a2e7
5849,1463,2852366,2218904001622,4,True,4dea7238a2e7
5857,1465,2860170,4908340597170,2,True,4dea7238a2e7
5873,1469,2875850,219568271650,38,True,4dea7238a2e7
5881,,,,500000,False,4dea7238a2e7
5897,1475,2899360,5043770146400,2,True,4dea7238a2e7
5905,1477,2907230,5071188856510,2,True,4dea7238a2e7
5921,1481,2923064,134200791304,64,True,4dea7238a2e7
5929,1483,2930906,2342781609322,4,True,4dea7238a2e7
5945,1487,2946740,5209963029820,2,True,4dea7238a2e7
5953,,,,500000,False,4dea7238a2e7
5969,1493,2970588,563256161268,16,True,4dea7238a2e7
5977,1495,2978540,5323017340420,2,True,4dea7238a2e7
5993,1499,2994656,58356861472,154,True,4dea7238a2e7
6001,1501,3002506,1590886811618,6,True,4dea7238a2e7
6017,1505,3018530,5466910998010,2,True,4dea7238a2e7
6025,1507,3026560,5496036233600,2,True,4dea7238a2e7
6041,1511,3042938,32185155226,288,True,4dea7238a2e7
6049,1513,3050718,1642387593198,6,True,4dea7238a2e7
6065,1517,3066870,5643411891270,2,True,4dea7238a2e7
6073,,,,500000,False,4dea7238a2e7
6089,1523,3091690,18825300410,508,True,4dea7238a2e7
6097,1525,3099310,5763430386350,2,True,4dea7238a2e7
6113,1529,3115596,2647343730372,4,True,4dea7238a2e7
6121,,,,500000,False,4dea7238a2e7
6137,1535,3140100,5916133665900,2,True,4dea7238a2e7
6145,1537,3148290,5947034806170,2,True,4dea7238a2e7
6161,1541,3164708,1306350321196,8,True,4dea7238a2e7
6169,,,,500000,False,4dea7238a2e7
6185,1547,3189400,6103360226600,2,True,4dea7238a2e7
6193,1549,3197656,2788634228072,4,True,4dea7238a2e7
6209,1553,3214488,34944699048,296,True,4dea7238a2e7
6217,1555,3222480,6230623187760,2,True,4dea7238a2e7
6233,1559,3239090,1368479895010,8,True,4dea7238a2e7
