batch_k,candidates,survivors,survivor_n,is_prime
3099,2101514,92,80207625368641,False
3099,2101514,92,80202431047561,False
3099,2101514,92,80199314535649,False
3099,2101514,92,80219949120481,False
3099,2101514,92,80209559848441,False
3099,2101514,92,80213858775961,False
3099,2101514,92,80211064459969,False
3099,2101514,92,80218587729289,False
3099,2101514,92,80199887682721,False
3099,2101514,92,80205870027529,False
3099,2101514,92,80212103366641,False
3099,2101514,92,80202753448801,False
3099,2101514,92,80214181200169,False
3099,2101514,92,80221453829449,False
3099,2101514,92,80217298000921,False
3099,2101514,92,80202108646969,False
3099,2101514,92,80207302957609,False
3099,2101514,92,80222886898729,False
3099,2101514,92,80198992141321,False
3099,2101514,92,80217154698409,False
3099,2101514,92,80210312152441,False
3099,2101514,92,80223495957049,False
3099,2101514,92,80214467800009,False
3099,2101514,92,80222456976601,False
3099,2101514,92,80204078882929,False
3099,2101514,92,80216223235201,False
3099,2101514,92,80205117744361,False
3099,2101514,92,80201678780521,False
3099,2101514,92,80216545664161,False
3099,2101514,92,80207840309689,False
3099,2101514,92,80219734163209,False
3099,2101514,92,80218229470369,False
3099,2101514,92,80221812095569,False
3099,2101514,92,80209344905089,False
3099,2101514,92,80203111673161,False
3099,2101514,92,80214073725361,False
3099,2101514,92,80206944723889,False
3099,2101514,92,80218551903361,False
3099,2101514,92,80218372773841,False
3099,2101514,92,80212318313689,False
3099,2101514,92,80214396150001,False
3099,2101514,92,80215435078249,False
3099,2101514,92,80209416552841,False
3099,2101514,92,80220844778881,False
3099,2101514,92,80219196771289,False
3099,2101514,92,80203183318129,False
3099,2101514,92,80206299905209,False
3099,2101514,92,80208807547969,False
3099,2101514,92,80218157818681,False
3099,2101514,92,80200066791601,False
3099,2101514,92,80214611100121,False
3101,2101514,77,80253808485601,False
3101,2101514,77,80260043687209,False
3101,2101514,77,80267282558401,False
3101,2101514,77,80259004470121,False
3101,2101514,77,80275632750889,False
3101,2101514,77,80255851024969,False
3101,2101514,77,80251694305561,False
3101,2101514,77,80261047075609,False
3101,2101514,77,80263698918001,False
3101,2101514,77,80259541995361,False
3101,2101514,77,80267784274441,False
3101,2101514,77,80254345993441,False
3101,2101514,77,80263627246009,False
3101,2101514,77,80255671853809,False
3101,2101514,77,80266064111689,False
3101,2101514,77,80270615415769,False
3101,2101514,77,80258789460529,False
3101,2101514,77,80255026839289,False
3101,2101514,77,80251909305649,False
3101,2101514,77,80256711049321,False
3101,2101514,77,80251335972721,False
3101,2101514,77,80252088472609,False
3101,2101514,77,80258323607401,False
3101,2101514,77,80273159901841,False
3101,2101514,77,80265634073881,False
3101,2101514,77,80264809837969,False
3101,2101514,77,80262731348809,False
3101,2101514,77,80271045466921,False
3101,2101514,77,80261477101129,False
3101,2101514,77,80270364553129,False
3101,2101514,77,80258001094489,False
3101,2101514,77,80261118746449,False
3101,2101514,77,80266314967609,False
3101,2101514,77,80266207457881,False
3101,2101514,77,80259972016849,False
3101,2101514,77,80253091811281,False
3101,2101514,77,80266960027489,False
3101,2101514,77,80261763785449,False
3101,2101514,77,80271798059209,False
3101,2101514,77,80257248566881,False
3101,2101514,77,80269719479569,False
3101,2101514,77,80256209367889,False
3101,2101514,77,80266601660569,False
3101,2101514,77,80259326985049,False
3101,2101514,77,80266709170561,False
3101,2101514,77,80271009629281,False
3101,2101514,77,80257356070609,False
3101,2101514,77,80269826991649,False
3101,2101514,77,80258861130361,False
3101,2101514,77,80270292878161,False
3101,2101514,77,80271332168329,False
3101,2101514,77,80272622331001,False
3101,2101514,77,80264057278441,False
3101,2101514,77,80269647804889,False
3101,2101514,77,80269110245809,False
3101,2101514,77,80260796227921,False
3101,2101514,77,80261226252769,False
3101,2101514,77,80270257040689,False
3101,2101514,77,80254668499009,False
3101,2101514,77,80271224655241,False
3101,2101514,77,80254596831049,False
3101,2101514,77,80273303254369,False
3101,2101514,77,80264989019329,False
3101,2101514,77,80260258698481,False
3101,2101514,77,80266494150649,False
3101,2101514,77,80268572688529,False
3101,2101514,77,80257714416889,False
3101,2101514,77,80274485917609,False
3101,2101514,77,80259076140049,False
3101,2101514,77,80271368006041,False
3101,2101514,77,80265132364561,False
3101,2101514,77,80267390068849,False
3101,2101514,77,80253055977649,False
3101,2101514,77,80262838856209,False
